DOI,Publication Year
10.1021/ja9084995,2010
10.1021/ja909169x,2010
10.1021/ja9092715,2010
10.1021/ja909519e,2010
10.1021/ja910818a,2010
10.1021/jacs.0c00285,2020
10.1021/jacs.0c00637,2020
10.1021/jacs.0c00679,2020
10.1021/jacs.0c01626,2020
10.1021/jacs.0c01895,2020
10.1021/jacs.0c02007,2020
10.1021/jacs.0c02389,2020
10.1021/jacs.0c02425,2020
10.1021/jacs.0c02772,2020
10.1021/jacs.0c02806,2020
10.1021/jacs.0c02966,2020
10.1021/jacs.0c03906,2020
10.1021/jacs.0c04442,2020
10.1021/jacs.0c04458,2020
10.1021/jacs.0c05074,2020
10.1021/jacs.0c06582,2020
10.1021/jacs.0c06605,2020
10.1021/jacs.0c06925,2020
10.1021/jacs.0c07481,2020
10.1021/jacs.0c07525,2020
10.1021/jacs.0c07862,2020
10.1021/jacs.0c09015,2021
10.1021/jacs.0c10224,2020
10.1021/jacs.0c10285,2021
10.1021/jacs.0c10367,2020
10.1021/jacs.0c10400,2020
10.1021/jacs.0c11530,2021
10.1021/jacs.0c12125,2021
10.1021/jacs.0c12367,2021
10.1021/jacs.0c13005,2021
10.1021/jacs.1c00136,2021
10.1021/jacs.1c01408,2021
10.1021/jacs.1c01673,2021
10.1021/jacs.1c02108,2021
10.1021/jacs.1c02272,2021
10.1021/jacs.1c02379,2021
10.1021/jacs.1c04030,2021
10.1021/jacs.1c04269,2021
10.1021/jacs.1c04946,2021
10.1021/jacs.1c05051,2021
10.1021/jacs.1c05363,2021
10.1021/jacs.1c05613,2021
10.1021/jacs.1c06990,2021
10.1021/jacs.1c07033,2021
10.1021/jacs.1c07482,2021
10.1021/jacs.1c07963,2021
10.1021/jacs.1c08227,2021
10.1021/jacs.1c08354,2021
10.1021/jacs.1c08404,2021
10.1021/jacs.1c10008,2021
10.1021/jacs.1c10192,2021
10.1021/jacs.1c10291,2021
10.1021/jacs.1c10493,2021
10.1021/jacs.1c10800,2022
10.1021/jacs.1c10973,2022
10.1021/jacs.1c11836,2022
10.1021/jacs.1c12117,2022
10.1021/jacs.1c12596,2022
10.1021/jacs.1c13508,2022
10.1021/jacs.2c00011,2022
10.1021/jacs.2c01058,2022
10.1021/jacs.2c03062,2022
10.1021/jacs.2c03114,2022
10.1021/jacs.2c04608,2022
10.1021/jacs.2c06142,2022
10.1021/jacs.2c06312,2022
10.1021/jacs.2c07135,2022
10.1021/jacs.2c07283,2022
10.1021/jacs.2c09007,2023
10.1021/jacs.2c09487,2022
10.1021/jacs.2c09756,2022
10.1021/jacs.2c10471,2023
10.1021/jacs.2c10672,2023
10.1021/jacs.2c10717,2022
10.1021/jacs.2c12042,2023
10.1021/jacs.2c12095,2023
10.1021/jacs.2c12192,2023
10.1021/jacs.2c12374,2023
10.1021/jacs.2c12599,2023
10.1021/jacs.2c13171,2023
10.1021/jacs.2c13731,2023
10.1021/jacs.2c13835,2023
10.1021/jacs.3c01219,2023
10.1021/jacs.3c01455,2023
10.1021/jacs.3c02128,2023
10.1021/jacs.3c02155,2023
10.1021/jacs.3c02252,2023
10.1021/jacs.3c02378,2023
10.1021/jacs.3c02379,2023
10.1021/jacs.3c02703,2023
10.1021/jacs.3c02787,2023
10.1021/jacs.3c04641,2023
10.1021/jacs.3c05425,2024
10.1021/jacs.3c05488,2023
10.1021/jacs.3c05606,2023
10.1021/jacs.3c05819,2023
10.1021/jacs.3c06393,2023
10.1021/jacs.3c06396,2023
10.1021/jacs.3c07047,2023
10.1021/jacs.3c07198,2023
10.1021/jacs.3c07237,2023
10.1021/jacs.3c07790,2023
10.1021/jacs.3c07995,2023
10.1021/jacs.3c10326,2023
10.1021/jacs.3c10753,2024
10.1021/jacs.3c11947,2024
10.1021/jacs.3c12086,2023
10.1021/jacs.3c12866,2024
10.1021/jacs.3c13985,2024
10.1021/jacs.3c14739,2024
10.1021/jacs.4c00407,2024
10.1021/jacs.4c00885,2024
10.1021/jacs.4c01040,2024
10.1021/jacs.4c02321,2024
10.1021/jacs.4c03038,2024
10.1021/jacs.4c03476,2024
10.1021/jacs.4c03756,2024
10.1021/jacs.4c05318,2024
10.1021/jacs.4c05879,2024
10.1021/jacs.4c06046,2024
10.1021/jacs.4c07432,2024
10.1021/jacs.4c09431,2024
10.1021/jacs.4c09553,2024
10.1021/jacs.4c10421,2024
10.1021/jacs.4c10444,2024
10.1021/jacs.4c11085,2025
10.1021/jacs.4c11243,2024
10.1021/jacs.4c12385,2024
10.1021/jacs.4c13196,2024
10.1021/jacs.4c15936,2024
10.1021/jacs.4c18251,2025
10.1021/jacs.5b00365,2015
10.1021/jacs.5b00817,2015
10.1021/jacs.5b02276,2015
10.1021/jacs.5b02872,2015
10.1021/jacs.5b05434,2015
10.1021/jacs.5b06266,2015
10.1021/jacs.5b06730,2015
10.1021/jacs.5b06929,2015
10.1021/jacs.5b07373,2015
10.1021/jacs.5b08752,2015
10.1021/jacs.5b09225,2015
10.1021/jacs.5b10385,2015
10.1021/jacs.5b11079,2016
10.1021/jacs.5b11150,2015
10.1021/jacs.5b11720,2016
10.1021/jacs.5b12312,2016
10.1021/jacs.5c00460,2025
10.1021/jacs.5c00603,2025
10.1021/jacs.5c00736,2025
10.1021/jacs.5c01434,2025
10.1021/jacs.5c01881,2025
10.1021/jacs.5c02064,2025
10.1021/jacs.5c02767,2025
10.1021/jacs.5c03677,2025
10.1021/jacs.5c03704,2025
10.1021/jacs.5c03798,2025
10.1021/jacs.5c04078,2025
10.1021/jacs.5c04515,2025
10.1021/jacs.5c04567,2025
10.1021/jacs.5c04897,2025
10.1021/jacs.5c05028,2025
10.1021/jacs.5c05068,2025
10.1021/jacs.5c06012,2025
10.1021/jacs.5c07158,2025
10.1021/jacs.5c08920,2025
10.1021/jacs.6b01093,2016
10.1021/jacs.6b01414,2016
10.1021/jacs.6b03263,2016
10.1021/jacs.6b03689,2016
10.1021/jacs.6b04608,2016
10.1021/jacs.6b05261,2016
10.1021/jacs.6b05456,2016
10.1021/jacs.6b06759,2016
10.1021/jacs.6b06859,2016
10.1021/jacs.6b09463,2017
10.1021/jacs.6b10055,2016
10.1021/jacs.6b10768,2017
10.1021/jacs.6b11197,2016
10.1021/jacs.6b11934,2017
10.1021/jacs.6b12564,2017
10.1021/jacs.6b12847,2017
10.1021/jacs.6b13176,2017
10.1021/jacs.7b00106,2017
10.1021/jacs.7b00219,2017
10.1021/jacs.7b01229,2017
10.1021/jacs.7b01593,2017
10.1021/jacs.7b01660,2017
10.1021/jacs.7b01807,2017
10.1021/jacs.7b02184,2017
10.1021/jacs.7b02272,2017
10.1021/jacs.7b02394,2017
10.1021/jacs.7b03144,2017
10.1021/jacs.7b03578,2017
10.1021/jacs.7b04420,2017
10.1021/jacs.7b04532,2017
10.1021/jacs.7b06459,2017
10.1021/jacs.7b06798,2017
10.1021/jacs.7b07699,2017
10.1021/jacs.7b07856,2017
10.1021/jacs.7b08174,2018
10.1021/jacs.7b09093,2017
10.1021/jacs.7b09983,2017
10.1021/jacs.7b10112,2017
10.1021/jacs.7b12529,2018
10.1021/jacs.7b12633,2018
10.1021/jacs.7b13330,2018
10.1021/jacs.8b01775,2018
10.1021/jacs.8b02089,2018
10.1021/jacs.8b02192,2018
10.1021/jacs.8b02710,2018
10.1021/jacs.8b02896,2018
10.1021/jacs.8b04369,2018
10.1021/jacs.8b04457,2018
10.1021/jacs.8b05107,2018
10.1021/jacs.8b05471,2018
10.1021/jacs.8b05765,2018
10.1021/jacs.8b05780,2018
10.1021/jacs.8b05948,2018
10.1021/jacs.8b06666,2018
10.1021/jacs.8b06774,2018
10.1021/jacs.8b07411,2018
10.1021/jacs.8b07589,2018
10.1021/jacs.8b08032,2018
10.1021/jacs.8b08267,2019
10.1021/jacs.8b09322,2018
10.1021/jacs.8b09606,2018
10.1021/jacs.8b09682,2018
10.1021/jacs.8b09987,2019
10.1021/jacs.8b10343,2018
10.1021/jacs.8b11042,2019
10.1021/jacs.8b11230,2019
10.1021/jacs.8b11300,2019
10.1021/jacs.8b11525,2018
10.1021/jacs.8b13397,2019
10.1021/jacs.8b13639,2019
10.1021/jacs.8b13667,2019
10.1021/jacs.9b00355,2019
10.1021/jacs.9b01270,2019
10.1021/jacs.9b01789,2019
10.1021/jacs.9b01829,2019
10.1021/jacs.9b02114,2019
10.1021/jacs.9b02294,2019
10.1021/jacs.9b02686,2019
10.1021/jacs.9b03269,2019
10.1021/jacs.9b03643,2019
10.1021/jacs.9b03707,2019
10.1021/jacs.9b03914,2019
10.1021/jacs.9b04822,2019
10.1021/jacs.9b04915,2019
10.1021/jacs.9b05035,2019
10.1021/jacs.9b05580,2019
10.1021/jacs.9b06179,2019
10.1021/jacs.9b07301,2019
10.1021/jacs.9b07422,2019
10.1021/jacs.9b07557,2019
10.1021/jacs.9b07633,2019
10.1021/jacs.9b07658,2019
10.1021/jacs.9b07732,2019
10.1021/jacs.9b07891,2019
10.1021/jacs.9b08322,2019
10.1021/jacs.9b08601,2019
10.1021/jacs.9b10034,2020
10.1021/jacs.9b10251,2019
10.1021/jacs.9b10261,2020
10.1021/jacs.9b10639,2019
10.1021/jacs.9b11446,2019
10.1021/jacs.9b11639,2020
10.1021/jacs.9b11952,2020
10.1021/jacs.9b12408,2020
10.1021/jacs.9b12527,2020
10.1021/jo401399y,2013
10.1021/jp0130416,2002
10.1021/jp063074r,2006
10.1021/jp0708291,2007
10.1021/jp075047m,2008
10.1021/jp102409a,2010
10.1021/jp1058963,2010
10.1021/jp1071617,2010
10.1021/jp206981d,2012
10.1021/jp209804x,2012
10.1021/jp210671t,2012
10.1021/jp2117856,2012
10.1021/jp302356q,2012
10.1021/jp308657x,2012
10.1021/jp312179e,2013
10.1021/jp312590r,2013
10.1021/jp402154q,2013
10.1021/jp405774e,2013
10.1021/jp406835n,2013
10.1021/jp502336a,2014
10.1021/jp505893s,2014
10.1021/jp507643v,2014
10.1021/jp508734z,2014
10.1021/jp512629c,2015
10.1021/jp7100094,2008
10.1021/jp7110633,2008
10.1021/jp803620v,2008
10.1021/jp907180e,2009
10.1021/jp9095612,2010
10.1021/jp911477a,2010
10.1021/jz200424h,2011
10.1021/jz5012065,2014
10.1021/la102409e,2010
10.1021/la103590t,2010
10.1021/la201769x,2011
10.1021/la203570h,2011
10.1021/la204991n,2012
10.1021/la302050m,2012
10.1021/la302223m,2012
10.1021/la304147j,2013
10.1021/la304151r,2012
10.1021/la400109j,2013
10.1021/la401323t,2013
10.1021/la4014637,2013
10.1021/la402882a,2013
10.1021/la403864u,2013
10.1021/la503269f,2014
10.1021/la900004v,2009
10.1021/nl5026419,2014
10.1021/nn204054k,2012
10.1021/nn4054864,2014
10.1021/nn5072446,2015
10.1021/om100703c,2010
10.1021/om2000162,2011
10.1021/om400518f,2013
10.1021/om801143q,2009
10.1021/om900768w,2010
10.1021/sc300036p,2013
10.1023/A:1025096207371,2003
10.1023/B:TOCA.0000003079.39312.99,2003
10.1038/NCHEM.1003,2011
10.1038/NCHEM.1026,2011
10.1038/NCHEM.1569,2013
10.1038/NCHEM.1576,2013
10.1038/NCHEM.1982,2014
10.1038/NCHEM.2430,2016
10.1038/NCHEM.2469,2016
10.1038/NCHEM.254,2009
10.1038/NCHEM.2663,2017
10.1038/NCHEM.738,2010
10.1038/NCHEM.834,2010
10.1038/NCHEM.873,2010
10.1038/nmat1927,2007
10.1038/NMAT4113,2015
10.1038/NMAT4815,2017
10.1038/NMAT4910,2017
10.1038/NMAT5050,2018
10.1038/s41557-018-0107-7,2018
10.1038/s41557-019-0238-5,2019
10.1038/s41560-018-0261-6,2018
10.1038/s41563-018-0098-1,2018
10.1038/s41563-019-0317-4,2019
10.1038/s41699-018-0071-5,2018
10.1038/s42004-019-0135-2,2019
10.1038/s42004-021-00522-1,2021
10.1039/a708520f,1998
10.1039/a905332h,1999
10.1039/b000566p,2000
10.1039/b005438k,2000
10.1039/b009129o,2001
10.1039/b009542g,2001
10.1039/b009706n,2001
10.1039/b100921o,2001
10.1039/b105687p,2002
10.1039/b109298g,2002
10.1039/b111353d,2002
10.1039/b202220f,2002
10.1039/b203193k,2002
10.1039/b206702a,2002
10.1039/b207559h,2002
10.1039/b209491f,2003
10.1039/b210462h,2003
10.1039/b212314m,2003
10.1039/b302692b,2003
10.1039/b304826h,2003
10.1039/b306872b,2003
10.1039/b310778g,2003
10.1039/b311988b,2004
10.1039/b315483a,2004
10.1039/b315842j,2004
10.1039/b317043h,2004
10.1039/b402715a,2004
10.1039/b404483p,2004
10.1039/b404485a,2004
10.1039/b408961h,2004
10.1039/b417013j,2005
10.1039/b417520d,2005
10.1039/b419418g,2005
10.1039/b502512e,2005
10.1039/b502651b,2005
10.1039/b504862a,2005
10.1039/b506786c,2005
10.1039/b508930a,2005
10.1039/b509460g,2005
10.1039/b509746k,2006
10.1039/b511962f,2006
10.1039/b512098e,2005
10.1039/b513750k,2006
10.1039/b515151a,2006
10.1039/b600357e,2006
10.1039/b600709k,2006
10.1039/b600814c,2006
10.1039/b601009a,2006
10.1039/b601811d,2006
10.1039/b603014a,2006
10.1039/b603274e,2006
10.1039/b606434e,2006
10.1039/b609733b,2007
10.1039/b609740e,2006
10.1039/b610012k,2006
10.1039/b611300a,2006
10.1039/b615006c,2007
10.1039/b615675d,2007
10.1039/b618613k,2007
10.1039/b618762e,2007
10.1039/b618981d,2007
10.1039/b701384a,2007
10.1039/b701551h,2007
10.1039/b702106b,2007
10.1039/b703730a,2007
10.1039/b704294a,2007
10.1039/b704325b,2007
10.1039/b705882a,2007
10.1039/b706071h,2008
10.1039/b706177c,2007
10.1039/b706432b,2007
10.1039/b706823a,2007
10.1039/b707159k,2007
10.1039/b708104a,2007
10.1039/b708389k,2007
10.1039/b708921j,2008
10.1039/b709810c,2008
10.1039/b710209g,2008
10.1039/b712015j,2008
10.1039/b712118k,2007
10.1039/b713705b,2008
10.1039/b715481j,2008
10.1039/b716398c,2008
10.1039/b717376h,2008
10.1039/b718928a,2008
10.1039/b718947h,2008
10.1039/b719646f,2008
10.1039/b719766g,2008
10.1039/b800017d,2008
10.1039/b800022k,2008
10.1039/b800255j,2008
10.1039/b800709h,2008
10.1039/b800820e,2008
10.1039/b800908b,2008
10.1039/b800938d,2008
10.1039/b801070f,2008
10.1039/b801177j,2008
10.1039/b801280f,2008
10.1039/b801985a,2008
10.1039/b803168a,2008
10.1039/b803410a,2008
10.1039/b804126a,2008
10.1039/b804490b,2008
10.1039/b804944k,2008
10.1039/b804956d,2009
10.1039/b805025b,2008
10.1039/b805101a,2008
10.1039/b805263h,2008
10.1039/b805379k,2008
10.1039/b805727c,2008
10.1039/b806297h,2009
10.1039/b806360e,2008
10.1039/b806765a,2008
10.1039/b806899b,2009
10.1039/b807063f,2008
10.1039/b807165a,2008
10.1039/b807676f,2008
10.1039/b808350a,2008
10.1039/b808385a,2009
10.1039/b808394k,2008
10.1039/b808464e,2008
10.1039/b809557d,2009
10.1039/b810287b,2009
10.1039/b810414j,2009
10.1039/b810773d,2008
10.1039/b811132d,2009
10.1039/b811498f,2008
10.1039/b811725j,2009
10.1039/b811883n,2008
10.1039/b812097h,2009
10.1039/b812366g,2008
10.1039/b812645c,2008
10.1039/b813024h,2009
10.1039/b813226g,2009
10.1039/b814180k,2008
10.1039/b814740j,2008
10.1039/b815840a,2009
10.1039/b815935a,2009
10.1039/b815977g,2009
10.1039/b817563b,2009
10.1039/b817972g,2009
10.1039/b818915c,2009
10.1039/b819302a,2009
10.1039/b819707p,2009
10.1039/b819756c,2009
10.1039/b819800d,2009
10.1039/b819935c,2009
10.1039/b820474h,2009
10.1039/b821491c,2009
10.1039/b822248g,2009
10.1039/b822394g,2009
10.1039/b823392f,2009
10.1039/b900390h,2009
10.1039/b900522f,2009
10.1039/b900841a,2009
10.1039/b901042d,2009
10.1039/b901121h,2009
10.1039/b901404g,2009
10.1039/b902223f,2009
10.1039/b902550b,2009
10.1039/b902611h,2009
10.1039/b902954k,2009
10.1039/b903932e,2009
10.1039/b903972d,2009
10.1039/b904000e,2009
10.1039/b904622d,2009
10.1039/b905663g,2009
10.1039/b905707b,2009
10.1039/b905736f,2010
10.1039/b905794c,2009
10.1039/b905924p,2009
10.1039/b906105n,2009
10.1039/b907142c,2009
10.1039/b907149k,2009
10.1039/b907453h,2009
10.1039/b908446k,2010
10.1039/b908812a,2009
10.1039/b908862h,2009
10.1039/b909015k,2009
10.1039/b909590j,2010
10.1039/b909643b,2010
10.1039/b909683c,2009
10.1039/b909717a,2009
10.1039/b909754f,2010
10.1039/b910588c,2009
10.1039/b911137a,2009
10.1039/b911460b,2010
10.1039/b911606k,2009
10.1039/b912012b,2009
10.1039/b912158g,2010
10.1039/b912415b,2010
10.1039/b912972n,2010
10.1039/b912997a,2009
10.1039/b913147g,2010
10.1039/b913861g,2010
10.1039/b913942g,2010
10.1039/b914145f,2010
10.1039/b914623g,2010
10.1039/b914879e,2010
10.1039/b915459k,2009
10.1039/b915539b,2010
10.1039/b915584h,2010
10.1039/b915889h,2010
10.1039/b916127a,2010
10.1039/b916206b,2010
10.1039/b916222d,2010
10.1039/b916584c,2010
10.1039/b916878h,2009
10.1039/b916984a,2010
10.1039/b917256d,2010
10.1039/b917338m,2010
10.1039/b917348j,2010
10.1039/b917483d,2010
10.1039/b917987a,2010
10.1039/b919161e,2010
10.1039/b919675g,2010
10.1039/b919676p,2010
10.1039/b919813j,2010
10.1039/b920308g,2010
10.1039/b920318b,2010
10.1039/b921558a,2010
10.1039/b921850e,2010
10.1039/b922039a,2010
10.1039/b922061e,2010
10.1039/b922528e,2010
10.1039/b922750d,2010
10.1039/b922767a,2010
10.1039/b924536g,2010
10.1039/b924633a,2010
10.1039/b924657f,2010
10.1039/b924937k,2010
10.1039/b925088c,2010
10.1039/b925239h,2010
10.1039/b925714d,2010
10.1039/b925769a,2010
10.1039/b925903a,2010
10.1039/b926156g,2010
10.1039/b926324a,2010
10.1039/b9nj00691e,2010
10.1039/c000373e,2010
10.1039/c000723d,2010
10.1039/c000734j,2010
10.1039/c000940g,2010
10.1039/c001590c,2010
10.1039/c001655a,2010
10.1039/c002030n,2010
10.1039/c002088e,2010
10.1039/c002090g,2010
10.1039/c002214d,2010
10.1039/c002658a,2010
10.1039/c003764h,2010
10.1039/c003835k,2010
10.1039/c003986a,2011
10.1039/c004234j,2010
10.1039/c005207h,2010
10.1039/c0cc00012d,2010
10.1039/c0cc01141j,2010
10.1039/c0cc01447h,2010
10.1039/c0cc01578d,2010
10.1039/c0cc02990d,2010
10.1039/c0cc04734a,2011
10.1039/c0cc04890a,2011
10.1039/c0cc05002d,2011
10.1039/c0ce00013b,2011
10.1039/c0ce00047g,2011
10.1039/c0ce00098a,2011
10.1039/c0ce00110d,2010
10.1039/c0ce00111b,2011
10.1039/c0ce00135j,2010
10.1039/c0ce00181c,2010
10.1039/c0ce00190b,2011
10.1039/c0ce00211a,2011
10.1039/c0ce00216j,2010
10.1039/c0ce00219d,2011
10.1039/c0ce00259c,2011
10.1039/c0ce00281j,2011
10.1039/c0ce00297f,2011
10.1039/c0ce00315h,2011
10.1039/c0ce00365d,2011
10.1039/c0ce00393j,2011
10.1039/c0ce00400f,2011
10.1039/c0ce00426j,2011
10.1039/c0ce00486c,2010
10.1039/c0ce00488j,2011
10.1039/c0ce00490a,2011
10.1039/c0ce00527d,2011
10.1039/c0ce00530d,2011
10.1039/c0ce00535e,2011
10.1039/c0ce00542h,2011
10.1039/c0ce00568a,2011
10.1039/c0ce00581a,2011
10.1039/c0ce00621a,2011
10.1039/c0ce00633e,2011
10.1039/c0ce00644k,2011
10.1039/c0ce00651c,2011
10.1039/c0ce00683a,2011
10.1039/c0ce00687d,2011
10.1039/c0ce00703j,2011
10.1039/c0ce00715c,2011
10.1039/c0ce00750a,2011
10.1039/c0ce00762e,2011
10.1039/c0ce00764a,2011
10.1039/c0ce00789g,2011
10.1039/c0ce00792g,2011
10.1039/c0ce00834f,2011
10.1039/c0ce00839g,2011
10.1039/c0ce00848f,2011
10.1039/c0ce00873g,2011
10.1039/c0ce00878h,2011
10.1039/c0ce00908c,2011
10.1039/c0ce00919a,2011
10.1039/c0ce00921k,2011
10.1039/c0ce00937g,2011
10.1039/c0ce00950d,2011
10.1039/c0ce00963f,2011
10.1039/c0ce00990c,2011
10.1039/c0dt00352b,2010
10.1039/c0dt00374c,2010
10.1039/c0dt00390e,2010
10.1039/c0dt00579g,2010
10.1039/c0dt00600a,2010
10.1039/c0dt00708k,2011
10.1039/c0dt00894j,2011
10.1039/c0dt00903b,2011
10.1039/c0dt00949k,2011
10.1039/c0dt01011a,2011
10.1039/c0dt01024c,2011
10.1039/c0dt01079k,2011
10.1039/c0dt01206h,2011
10.1039/c0dt01474e,2011
10.1039/c0dt01483d,2011
10.1039/c0dt01584a,2011
10.1039/c0dt01687j,2011
10.1039/c0dt01701a,2011
10.1039/c0dt01722a,2011
10.1039/c0dt01750g,2011
10.1039/c0dt01787f,2011
10.1039/c0jm00515k,2010
10.1039/c0jm01867h,2010
10.1039/c0jm02381g,2011
10.1039/c0jm03318a,2011
10.1039/c0jm03563g,2011
10.1039/c0jm04526h,2011
10.1039/c0nj00092b,2010
10.1039/c0nj00196a,2010
10.1039/c0nj00436g,2010
10.1039/c0nj00542h,2011
10.1039/c0nj00667j,2011
10.1039/c0nj00845a,2011
10.1039/c0nj00869a,2011
10.1039/c0nj00904k,2011
10.1039/c0sc00377h,2011
10.1039/c0sc00582g,2011
10.1039/c0sm00039f,2010
10.1039/c1cc10935a,2011
10.1039/c1cc11618e,2011
10.1039/c1cc11837d,2011
10.1039/c1cc11932j,2011
10.1039/c1cc12213d,2011
10.1039/c1cc12479j,2011
10.1039/c1cc12543e,2011
10.1039/c1cc12908b,2011
10.1039/c1cc13418c,2011
10.1039/c1cc13877d,2011
10.1039/c1cc14384k,2011
10.1039/c1cc14702a,2011
10.1039/c1cc14893a,2011
10.1039/c1cc15541e,2011
10.1039/c1cc15589j,2012
10.1039/c1cc15962c,2012
10.1039/c1cc16147d,2012
10.1039/c1ce05020f,2011
10.1039/c1ce05023k,2011
10.1039/c1ce05053b,2011
10.1039/c1ce05059a,2011
10.1039/c1ce05110e,2011
10.1039/c1ce05129f,2011
10.1039/c1ce05140g,2011
10.1039/c1ce05154g,2011
10.1039/c1ce05156c,2011
10.1039/c1ce05177f,2011
10.1039/c1ce05196b,2011
10.1039/c1ce05208j,2011
10.1039/c1ce05230f,2011
10.1039/c1ce05235g,2011
10.1039/c1ce05254c,2011
10.1039/c1ce05287j,2011
10.1039/c1ce05299c,2011
10.1039/c1ce05308f,2011
10.1039/c1ce05316g,2012
10.1039/c1ce05369h,2012
10.1039/c1ce05396e,2011
10.1039/c1ce05422h,2011
10.1039/c1ce05463e,2011
10.1039/c1ce05520h,2011
10.1039/c1ce05549f,2011
10.1039/c1ce05561e,2011
10.1039/c1ce05592e,2011
10.1039/c1ce05639e,2012
10.1039/c1ce05649b,2011
10.1039/c1ce05683b,2011
10.1039/c1ce05698k,2012
10.1039/c1ce05705g,2011
10.1039/c1ce05718a,2011
10.1039/c1ce05749a,2011
10.1039/c1ce05751k,2011
10.1039/c1ce05780d,2011
10.1039/c1ce05817g,2011
10.1039/c1ce05829k,2012
10.1039/c1ce05877k,2012
10.1039/c1ce05889d,2011
10.1039/c1ce05896g,2011
10.1039/c1ce05919j,2012
10.1039/c1ce05956d,2012
10.1039/c1ce05959a,2012
10.1039/c1ce06002c,2012
10.1039/c1ce06015e,2012
10.1039/c1ce06019h,2012
10.1039/c1ce06044a,2012
10.1039/c1ce06050c,2012
10.1039/c1ce06052j,2012
10.1039/c1ce06089a,2012
10.1039/c1ce06111a,2012
10.1039/c1ce06138k,2012
10.1039/c1ce06178j,2012
10.1039/c1ce06213a,2012
10.1039/c1ce06215h,2012
10.1039/c1ce06268a,2012
10.1039/c1ce06274c,2011
10.1039/c1cp21301f,2011
10.1039/c1cp22855b,2012
10.1039/c1dt10158g,2011
10.1039/c1dt10241a,2011
10.1039/c1dt10282f,2011
10.1039/c1dt10602c,2011
10.1039/c1dt10776c,2011
10.1039/c1dt10826c,2011
10.1039/c1dt10893j,2011
10.1039/c1dt10901d,2011
10.1039/c1dt10931f,2012
10.1039/c1dt10958h,2011
10.1039/c1dt10985e,2012
10.1039/c1dt11099c,2011
10.1039/c1dt11130b,2011
10.1039/c1dt11237f,2011
10.1039/c1dt11431j,2012
10.1039/c1dt11568e,2012
10.1039/c1dt11654a,2012
10.1039/c1dt11692d,2012
10.1039/c1dt11700a,2011
10.1039/c1gc15340d,2011
10.1039/c1gc15726d,2012
10.1039/c1jm10451a,2011
10.1039/c1jm10787a,2011
10.1039/c1jm10947b,2011
10.1039/c1jm11075f,2011
10.1039/c1jm11102g,2011
10.1039/c1jm12789f,2011
10.1039/c1jm12859k,2011
10.1039/c1jm14677g,2012
10.1039/c1jm14791a,2012
10.1039/c1nj20350a,2011
10.1039/c1nr10944h,2012
10.1039/c1ra00155h,2011
10.1039/c1ra00164g,2011
10.1039/c1sc00100k,2011
10.1039/c1sc00269d,2011
10.1039/c2cc00046f,2012
10.1039/c2cc16779d,2012
10.1039/c2cc16808a,2012
10.1039/c2cc17190b,2012
10.1039/c2cc17256a,2012
10.1039/c2cc30877k,2012
10.1039/c2cc31079a,2012
10.1039/c2cc31667f,2012
10.1039/c2cc33964a,2013
10.1039/c2cc34196d,2012
10.1039/c2cc34380k,2012
10.1039/c2cc34416e,2012
10.1039/c2cc34493a,2012
10.1039/c2cc34689c,2012
10.1039/c2cc34782b,2012
10.1039/c2cc34787c,2012
10.1039/c2cc35348b,2012
10.1039/c2cc35366k,2012
10.1039/c2cc35418g,2012
10.1039/c2cc36003a,2012
10.1039/c2cc36325a,2013
10.1039/c2cc36344e,2012
10.1039/c2cc37453f,2012
10.1039/c2cc37621k,2013
10.1039/c2cc38092g,2013
10.1039/c2cc38512k,2013
10.1039/c2ce00025c,2012
10.1039/c2ce05586d,2012
10.1039/c2ce05785a,2012
10.1039/c2ce05828f,2012
10.1039/c2ce05875h,2012
10.1039/c2ce05948g,2012
10.1039/c2ce06133c,2012
10.1039/c2ce06176g,2012
10.1039/c2ce06290a,2012
10.1039/c2ce06312c,2012
10.1039/c2ce06327a,2012
10.1039/c2ce06329h,2012
10.1039/c2ce06345j,2012
10.1039/c2ce06382d,2012
10.1039/c2ce06386g,2012
10.1039/c2ce06415d,2012
10.1039/c2ce06418a,2012
10.1039/c2ce06428f,2012
10.1039/c2ce06451k,2012
10.1039/c2ce06491j,2012
10.1039/c2ce06496k,2012
10.1039/c2ce06508h,2012
10.1039/c2ce06511h,2012
10.1039/c2ce06540a,2012
10.1039/c2ce06546k,2012
10.1039/c2ce06563k,2012
10.1039/c2ce06572j,2012
10.1039/c2ce06580k,2012
10.1039/c2ce06581a,2012
10.1039/c2ce06584c,2012
10.1039/c2ce06608d,2012
10.1039/c2ce06632g,2012
10.1039/c2ce06666a,2012
10.1039/c2ce06694g,2012
10.1039/c2ce06720j,2012
10.1039/c2ce06730g,2012
10.1039/c2ce25040c,2012
10.1039/c2ce25075f,2012
10.1039/c2ce25076d,2012
10.1039/c2ce25081k,2012
10.1039/c2ce25160d,2012
10.1039/c2ce25169h,2012
10.1039/c2ce25194a,2012
10.1039/c2ce25202c,2012
10.1039/c2ce25264c,2012
10.1039/c2ce25292a,2012
10.1039/c2ce25317h,2012
10.1039/c2ce25328c,2012
10.1039/c2ce25358e,2012
10.1039/c2ce25388g,2012
10.1039/c2ce25409c,2013
10.1039/c2ce25422k,2012
10.1039/c2ce25430a,2012
10.1039/c2ce25439e,2012
10.1039/c2ce25442e,2012
10.1039/c2ce25456e,2012
10.1039/c2ce25482d,2012
10.1039/c2ce25529d,2012
