DOI,Classification
10.1039/c9nj05997k,Functional materials
10.1039/c9nj06075h,Crystal engineering
10.1039/c9nj06358g,Functional materials
10.1039/c9nj06394c,Chemical synthesis
10.1039/c9nr01284b,Functional materials
10.1039/c9nr06470b,Functional materials
10.1039/c9nr07494e,Functional materials
10.1039/c9nr10049k,Functional materials
10.1039/c9ob00224c,Chemical synthesis
10.1039/c9qi00037b,Functional materials
10.1039/c9qi00172g,Chemical synthesis
10.1039/c9qi00340a,Chemical synthesis
10.1039/c9qi00543a,Functional materials
10.1039/c9qi01045a,Chemical synthesis
10.1039/c9qi01058k,Functional materials
10.1039/c9qi01163c,Chemical synthesis
10.1039/c9qi01204d,Functional materials
10.1039/c9qi01218d,Chemical synthesis
10.1039/c9qi01396b,Crystal engineering
10.1039/c9qi01542f,Functional materials
10.1039/c9qi01647c,Crystal engineering
10.1039/c9qi01684h,Chemical synthesis
10.1039/c9qm00527g,Functional materials
10.1039/c9ra00206e,Functional materials
10.1039/c9ra01012b,Functional materials
10.1039/c9ra01071h,Functional materials
10.1039/c9ra01408j,Functional materials
10.1039/c9ra01504c,Theory & modeling
10.1039/c9ra02163a,Functional materials
10.1039/c9ra03082d,Crystal engineering
10.1039/c9ra03310f,Functional materials
10.1039/c9ra03572a,Crystal engineering
10.1039/c9ra04216d,Functional materials
10.1039/c9ra05167h,Functional materials
10.1039/c9ra06591a,Functional materials
10.1039/c9ra06984d,Chemical synthesis
10.1039/c9ra07031a,Functional materials
10.1039/c9ra07046j,Functional materials
10.1039/c9ra07737e,Crystal engineering
10.1039/c9ra08097j,Functional materials
10.1039/c9ra08559a,Crystal engineering
10.1039/c9ra08659e,Crystal engineering
10.1039/c9ra09968a,Crystal engineering
10.1039/c9ra10111j,Functional materials
10.1039/c9ra10548d,Functional materials
10.1039/c9ra10848c,Chemical synthesis
10.1039/c9sc00178f,Chemical synthesis
10.1039/c9sc01144g,Crystal engineering
10.1039/c9sc01301f,Chemical synthesis
10.1039/c9sc01447k,Crystal engineering
10.1039/c9sc02576f,Chemical synthesis
10.1039/c9sc03080h,Chemical synthesis
10.1039/c9sc03348c,Functional materials
10.1039/c9sc03802g,Functional materials
10.1039/c9sc03816g,Theory & modeling
10.1039/c9sc04141a,Functional materials
10.1039/c9sc04961d,Crystal engineering
10.1039/c9sc05403k,Functional materials
10.1039/c9sc05433b,Functional materials
10.1039/c9sc06064b,Chemical synthesis
10.1039/c9sc06500h,Functional materials
10.1039/c9ta00311h,Functional materials
10.1039/c9ta00825j,Functional materials
10.1039/c9ta00837c,Functional materials
10.1039/c9ta02455g,Functional materials
10.1039/c9ta03403j,Functional materials
10.1039/c9ta03578h,Chemical synthesis
10.1039/c9ta04842a,Functional materials
10.1039/c9ta05216j,Chemical synthesis
10.1039/c9ta05444h,Crystal engineering
10.1039/c9ta06781g,Functional materials
10.1039/c9ta06913e,Chemical synthesis
10.1039/c9ta09303f,Functional materials
10.1039/c9ta10409g,Chemical synthesis
10.1039/c9ta10723a,Functional materials
10.1039/c9ta12027k,Functional materials
10.1039/c9ta13506e,Functional materials
10.1039/c9tb01651a,Functional materials
10.1039/c9tb01743g,Functional materials
10.1039/c9tb02315a,Chemical synthesis
10.1039/c9tc00067d,Functional materials
10.1039/c9tc03698a,Crystal engineering
10.1039/c9tc07078h,Functional materials
10.1039/d0an01566k,Functional materials
10.1039/d0ay01457e,Chemical synthesis
10.1039/d0bm01328e,Crystal engineering
10.1039/d0cc02741c,Functional materials
10.1039/d0cc02841j,Functional materials
10.1039/d0cc03196h,Chemical synthesis
10.1039/d0cc03266b,Chemical synthesis
10.1039/d0cc03734f,Chemical synthesis
10.1039/d0cc03772a,Functional materials
10.1039/d0cc03910a,Chemical synthesis
10.1039/d0cc04283h,Crystal engineering
10.1039/d0cc04543h,Chemical synthesis
10.1039/d0cc05339b,Functional materials
10.1039/d0cc05451h,Chemical synthesis
10.1039/d0cc05637e,Chemical synthesis
10.1039/d0cc06277d,Crystal engineering
10.1039/d0cc07091b,Crystal engineering
10.1039/d0cc07631g,Crystal engineering
10.1039/d0cc07974j,Functional materials
10.1039/d0cc08234a,Crystal engineering
10.1039/d0ce00077a,Functional materials
10.1039/d0ce00140f,Functional materials
10.1039/d0ce00155d,Functional materials
10.1039/d0ce00175a,Functional materials
10.1039/d0ce00177e,Crystal engineering
10.1039/d0ce00262c,Crystal engineering
10.1039/d0ce00370k,Crystal engineering
10.1039/d0ce00490a,Functional materials
10.1039/d0ce00700e,Functional materials
10.1039/d0ce00895h,Functional materials
10.1039/d0ce00930j,Crystal engineering
10.1039/d0ce00947d,Crystal engineering
10.1039/d0ce00950d,Functional materials
10.1039/d0ce01054e,Functional materials
10.1039/d0ce01061h,Functional materials
10.1039/d0ce01178a,Crystal engineering
10.1039/d0ce01197e,Functional materials
10.1039/d0ce01223h,Crystal engineering
10.1039/d0ce01239d,Functional materials
10.1039/d0ce01240h,Crystal engineering
10.1039/d0ce01245a,Functional materials
10.1039/d0ce01363c,Crystal engineering
10.1039/d0ce01375g,Crystal engineering
10.1039/d0ce01383h,Crystal engineering
10.1039/d0ce01395a,Functional materials
10.1039/d0ce01448f,Crystal engineering
10.1039/d0ce01507e,Crystal engineering
10.1039/d0ce01581d,Functional materials
10.1039/d0ce01619e,Functional materials
10.1039/d0ce01620a,Crystal engineering
10.1039/d0ce01630f,Functional materials
10.1039/d0ce01649g,Crystal engineering
10.1039/d0ce01651a,Functional materials
10.1039/d0ce01666g,Chemical synthesis
10.1039/d0ce01751e,Functional materials
10.1039/d0ce01840f,Theory & modeling
10.1039/d0cp00287a,Crystal engineering
10.1039/d0cp00629g,Functional materials
10.1039/d0cp02731f,Functional materials
10.1039/d0cp03900d,Functional materials
10.1039/d0cp04068a,Functional materials
10.1039/d0cy00235f,Functional materials
10.1039/d0cy00823k,Chemical synthesis
10.1039/d0cy00974a,Functional materials
10.1039/d0cy01061h,Functional materials
10.1039/d0cy01946a,Functional materials
10.1039/d0cy02275f,Functional materials
10.1039/d0dt00145g,Functional materials
10.1039/d0dt00211a,Functional materials
10.1039/d0dt00387e,Crystal engineering
10.1039/d0dt00546k,Crystal engineering
10.1039/d0dt00870b,Functional materials
10.1039/d0dt00933d,Crystal engineering
10.1039/d0dt01044h,Functional materials
10.1039/d0dt01149e,Chemical synthesis
10.1039/d0dt01175d,Functional materials
10.1039/d0dt01222j,Chemical synthesis
10.1039/d0dt01240h,Chemical synthesis
10.1039/d0dt01312a,Chemical synthesis
10.1039/d0dt01470b,Chemical synthesis
10.1039/d0dt01558j,Functional materials
10.1039/d0dt01648a,Functional materials
10.1039/d0dt01730b,Functional materials
10.1039/d0dt01890b,Chemical synthesis
10.1039/d0dt01939a,Chemical synthesis
10.1039/d0dt01955k,Functional materials
10.1039/d0dt01996h,Functional materials
10.1039/d0dt02041a,Functional materials
10.1039/d0dt02233k,Crystal engineering
10.1039/d0dt02270e,Crystal engineering
10.1039/d0dt02411b,Chemical synthesis
10.1039/d0dt02437f,Crystal engineering
10.1039/d0dt02450c,Crystal engineering
10.1039/d0dt02455d,Chemical synthesis
10.1039/d0dt02576c,Functional materials
10.1039/d0dt02642e,Functional materials
10.1039/d0dt02802a,Chemical synthesis
10.1039/d0dt02856h,Chemical synthesis
10.1039/d0dt02949a,Functional materials
10.1039/d0dt03012k,Functional materials
10.1039/d0dt03031g,Functional materials
10.1039/d0dt03069d,Functional materials
10.1039/d0dt03259j,Chemical synthesis
10.1039/d0dt03325a,Crystal engineering
10.1039/d0dt03353g,Functional materials
10.1039/d0dt03707a,Functional materials
10.1039/d0dt03747h,Chemical synthesis
10.1039/d0dt03817b,Chemical synthesis
10.1039/d0dt03824e,Functional materials
10.1039/d0dt04190d,Chemical synthesis
10.1039/d0dt04341a,Crystal engineering
10.1039/d0dt04361c,Chemical synthesis
10.1039/d0dt04382f,Functional materials
10.1039/d0ee01340d,Functional materials
10.1039/d0en01061h,Chemical synthesis
10.1039/d0fd00009d,Functional materials
10.1039/d0fd00103a,Functional materials
10.1039/d0gc00353k,Chemical synthesis
10.1039/d0gc00458h,Chemical synthesis
10.1039/d0gc00546k,Chemical synthesis
10.1039/d0gc00619j,Chemical synthesis
10.1039/d0gc02812f,Functional materials
10.1039/d0gc02956d,Chemical synthesis
10.1039/d0gc03292a,Functional materials
10.1039/d0gc03725g,Functional materials
10.1039/d0nh00171f,Crystal engineering
10.1039/d0nj00103a,Functional materials
10.1039/d0nj00207k,Functional materials
10.1039/d0nj00257g,Chemical synthesis
10.1039/d0nj00476f,Crystal engineering
10.1039/d0nj00515k,Functional materials
10.1039/d0nj01018a,Functional materials
10.1039/d0nj01301c,Functional materials
10.1039/d0nj01408g,Functional materials
10.1039/d0nj01410a,Functional materials
10.1039/d0nj01750g,Functional materials
10.1039/d0nj01891k,Chemical synthesis
10.1039/d0nj02162h,Theory & modeling
10.1039/d0nj02265a,Theory & modeling
10.1039/d0nj02388d,Functional materials
10.1039/d0nj02416c,Functional materials
10.1039/d0nj02672g,Chemical synthesis
10.1039/d0nj02972f,Functional materials
10.1039/d0nj03136d,Functional materials
10.1039/d0nj03269g,Functional materials
10.1039/d0nj03628e,Functional materials
10.1039/d0nj03714a,Functional materials
10.1039/d0nj04120c,Functional materials
10.1039/d0nj04303f,Chemical synthesis
10.1039/d0nj05279e,Crystal engineering
10.1039/d0nj05711h,Functional materials
10.1039/d0nr02206c,Functional materials
10.1039/d0nr02230f,Functional materials
10.1039/d0nr04480f,Functional materials
10.1039/d0nr04860g,Chemical synthesis
10.1039/d0nr07834d,Functional materials
10.1039/d0qi00068j,Chemical synthesis
10.1039/d0qi00496k,Functional materials
10.1039/d0qi00590h,Functional materials
10.1039/d0qi00840k,Functional materials
10.1039/d0qi01230k,Functional materials
10.1039/d0qm00611d,Functional materials
10.1039/d0qo01234c,Chemical synthesis
10.1039/d0ra01294g,Crystal engineering
10.1039/d0ra01887b,Crystal engineering
10.1039/d0ra01904f,Functional materials
10.1039/d0ra02212h,Functional materials
10.1039/d0ra03591b,Functional materials
10.1039/d0ra04812g,Functional materials
10.1039/d0ra05131d,Functional materials
10.1039/d0ra05926a,Crystal engineering
10.1039/d0ra06106a,Functional materials
10.1039/d0ra06432g,Functional materials
10.1039/d0ra06529c,Functional materials
10.1039/d0ra06578a,Functional materials
10.1039/d0ra06674e,Chemical synthesis
10.1039/d0ra06972h,Functional materials
10.1039/d0ra07042d,Functional materials
10.1039/d0ra07159e,Functional materials
10.1039/d0ra07237k,Crystal engineering
10.1039/d0ra09054a,Chemical synthesis
10.1039/d0ra09132d,Functional materials
10.1039/d0ra09292d,Functional materials
10.1039/d0ra09305j,Functional materials
10.1039/d0ra09915e,Functional materials
10.1039/d0ra09973b,Functional materials
10.1039/d0ra10500g,Functional materials
10.1039/d0ra10539b,Crystal engineering
10.1039/d0sc00485e,Chemical synthesis
10.1039/d0sc01176b,Crystal engineering
10.1039/d0sc01356k,Crystal engineering
10.1039/d0sc01408g,Functional materials
10.1039/d0sc01432j,Theory & modeling
10.1039/d0sc01833c,Functional materials
10.1039/d0sc01994a,Functional materials
10.1039/d0sc02515a,Crystal engineering
10.1039/d0sc03318a,Crystal engineering
10.1039/d0sc03940c,Functional materials
10.1039/d0sc04892e,Crystal engineering
10.1039/d0sc04941g,Chemical synthesis
10.1039/d0sc05337f,Theory & modeling
10.1039/d0sc06747d,Functional materials
10.1039/d0ta00417k,Theory & modeling
10.1039/d0ta01677b,Functional materials
10.1039/d0ta02033h,Chemical synthesis
10.1039/d0ta04778c,Functional materials
10.1039/d0ta04898d,Theory & modeling
10.1039/d0ta04939e,Functional materials
10.1039/d0ta07959f,Functional materials
10.1039/d0ta08085c,Functional materials
10.1039/d0ta10613e,Functional materials
10.1039/d0ta11229a,Functional materials
10.1039/d0ta12220c,Functional materials
10.1039/d0tb00357c,Functional materials
10.1039/d0tc00475h,Functional materials
10.1039/d0tc00736f,Functional materials
10.1039/d0tc00762e,Functional materials
10.1039/d0tc02637a,Functional materials
10.1039/d0tc04154h,Functional materials
10.1039/d0tc05573e,Functional materials
10.1039/d0tc06013e,Chemical synthesis
10.1039/d1ay00824b,Functional materials
10.1039/d1bm00669j,Functional materials
10.1039/d1bm01247a,Functional materials
10.1039/d1bm01519b,Functional materials
10.1039/d1cc00548k,Crystal engineering
10.1039/d1cc00671a,Chemical synthesis
10.1039/d1cc00864a,Chemical synthesis
10.1039/d1cc01552d,Chemical synthesis
10.1039/d1cc01740c,Chemical synthesis
10.1039/d1cc01989a,Theory & modeling
10.1039/d1cc02104d,Functional materials
10.1039/d1cc02154k,Functional materials
10.1039/d1cc02828f,Chemical synthesis
10.1039/d1cc03482k,Functional materials
10.1039/d1cc03547a,Functional materials
10.1039/d1cc04032d,Chemical synthesis
10.1039/d1cc04465f,Chemical synthesis
10.1039/d1cc05157a,Theory & modeling
10.1039/d1cc05306j,Functional materials
10.1039/d1cc06250f,Crystal engineering
10.1039/d1cc06443f,Chemical synthesis
10.1039/d1ce00112d,Functional materials
10.1039/d1ce00128k,Crystal engineering
10.1039/d1ce00172h,Crystal engineering
10.1039/d1ce00185j,Functional materials
10.1039/d1ce00228g,Crystal engineering
10.1039/d1ce00287b,Crystal engineering
10.1039/d1ce00331c,Functional materials
10.1039/d1ce00394a,Functional materials
10.1039/d1ce00438g,Functional materials
10.1039/d1ce00461a,Crystal engineering
10.1039/d1ce00498k,Functional materials
10.1039/d1ce00621e,Functional materials
10.1039/d1ce00647a,Crystal engineering
10.1039/d1ce00659b,Functional materials
10.1039/d1ce00668a,Functional materials
10.1039/d1ce00780g,Crystal engineering
10.1039/d1ce00783a,Crystal engineering
10.1039/d1ce00810b,Crystal engineering
10.1039/d1ce00815c,Functional materials
10.1039/d1ce00888a,Functional materials
10.1039/d1ce00931a,Functional materials
10.1039/d1ce01048d,Crystal engineering
10.1039/d1ce01169c,Functional materials
10.1039/d1ce01192h,Functional materials
10.1039/d1ce01206a,Chemical synthesis
10.1039/d1ce01282g,Functional materials
10.1039/d1ce01284c,Crystal engineering
10.1039/d1ce01308d,Functional materials
10.1039/d1ce01411k,Functional materials
10.1039/d1ce01418h,Functional materials
10.1039/d1ce01471d,Functional materials
10.1039/d1ce01497h,Crystal engineering
10.1039/d1ce01538a,Chemical synthesis
10.1039/d1ce01584b,Functional materials
10.1039/d1ce01593a,Functional materials
10.1039/d1ce01689j,Functional materials
10.1039/d1cp03242a,Theory & modeling
10.1039/d1cp04438a,Crystal engineering
10.1039/d1cy00418b,Functional materials
10.1039/d1cy00567g,Chemical synthesis
10.1039/d1cy01056e,Functional materials
10.1039/d1cy01128f,Functional materials
10.1039/d1cy01351c,Functional materials
10.1039/d1cy01777b,Functional materials
10.1039/d1cy01827b,Theory & modeling
10.1039/d1dt00118c,Chemical synthesis
10.1039/d1dt00176k,Functional materials
10.1039/d1dt00400j,Functional materials
10.1039/d1dt00491c,Crystal engineering
10.1039/d1dt00612f,Functional materials
10.1039/d1dt00733e,Functional materials
10.1039/d1dt00927c,Functional materials
10.1039/d1dt00940k,Functional materials
10.1039/d1dt01204e,Crystal engineering
10.1039/d1dt01336j,Functional materials
10.1039/d1dt01404h,Functional materials
10.1039/d1dt01413g,Functional materials
10.1039/d1dt01945g,Crystal engineering
10.1039/d1dt01953h,Crystal engineering
10.1039/d1dt02140k,Theory & modeling
10.1039/d1dt02249k,Functional materials
10.1039/d1dt02687a,Functional materials
10.1039/d1dt02899e,Crystal engineering
10.1039/d1dt03045k,Functional materials
10.1039/d1dt03131g,Functional materials
10.1039/d1dt03404a,Functional materials
10.1039/d1dt03514b,Crystal engineering
10.1039/d1dt03821d,Functional materials
10.1039/d1dt04190h,Functional materials
10.1039/d1dt04222j,Chemical synthesis
10.1039/d1dt04278e,Crystal engineering
10.1039/d1dt04348j,Functional materials
10.1039/d1en00032b,Functional materials
10.1039/d1fd00014d,Crystal engineering
10.1039/d1fd00016k,Chemical synthesis
10.1039/d1fd00033k,Crystal engineering
10.1039/d1fd00037c,Theory & modeling
10.1039/d1gc00775k,Functional materials
10.1039/d1gc01047f,Chemical synthesis
10.1039/d1gc01312b,Functional materials
10.1039/d1gc01677f,Functional materials
10.1039/d1gc02824c,Chemical synthesis
10.1039/d1gc03061b,Crystal engineering
10.1039/d1gc03715c,Functional materials
10.1039/d1gc04778g,Functional materials
10.1039/d1lc01086g,Chemical synthesis
10.1039/d1me00080b,Chemical synthesis
10.1039/d1me00093d,Theory & modeling
10.1039/d1mh01663f,Crystal engineering
10.1039/d1nj00544h,Crystal engineering
10.1039/d1nj00601k,Functional materials
10.1039/d1nj00808k,Functional materials
10.1039/d1nj00861g,Functional materials
10.1039/d1nj01059j,Chemical synthesis
10.1039/d1nj01363g,Crystal engineering
10.1039/d1nj01540k,Crystal engineering
10.1039/d1nj01913a,Functional materials
10.1039/d1nj02140k,Functional materials
10.1039/d1nj02416g,Functional materials
10.1039/d1nj02590b,Functional materials
10.1039/d1nj02827h,Chemical synthesis
10.1039/d1nj02841c,Functional materials
10.1039/d1nj03002g,Functional materials
10.1039/d1nj03105h,Functional materials
10.1039/d1nj03176g,Functional materials
10.1039/d1nj03703j,Functional materials
10.1039/d1nj03738b,Functional materials
10.1039/d1nj04435d,Functional materials
10.1039/d1nj04601b,Functional materials
10.1039/d1nj04828g,Chemical synthesis
10.1039/d1nj04982h,Functional materials
10.1039/d1nj05048f,Crystal engineering
10.1039/d1nj05135k,Functional materials
10.1039/d1nj05284e,Functional materials
10.1039/d1nj05333g,Crystal engineering
10.1039/d1nj05358b,Functional materials
10.1039/d1nj05561e,Functional materials
10.1039/d1nj06090b,Functional materials
10.1039/d1nr02108g,Functional materials
10.1039/d1nr02164h,Functional materials
10.1039/d1nr08305h,Functional materials
10.1039/d1qi00104c,Functional materials
10.1039/d1qi00198a,Functional materials
10.1039/d1qi00759a,Functional materials
10.1039/d1qi00795e,Functional materials
10.1039/d1qi00997d,Chemical synthesis
10.1039/d1qi01014j,Crystal engineering
10.1039/d1qi01333e,Chemical synthesis
10.1039/d1qi01451j,Chemical synthesis
10.1039/d1qi01538a,Crystal engineering
10.1039/d1qi01562a,Functional materials
10.1039/d1qi01600h,Functional materials
10.1039/d1qi01610e,Functional materials
10.1039/d1qm00024a,Functional materials
10.1039/d1qm00211b,Functional materials
10.1039/d1qm00904d,Functional materials
10.1039/d1qm01512e,Chemical synthesis
10.1039/d1ra00181g,Chemical synthesis
10.1039/d1ra00734c,Functional materials
10.1039/d1ra00942g,Chemical synthesis
10.1039/d1ra01027a,Functional materials
10.1039/d1ra01151k,Functional materials
10.1039/d1ra01703a,Functional materials
10.1039/d1ra01742j,Functional materials
10.1039/d1ra02025k,Functional materials
10.1039/d1ra02357h,Functional materials
10.1039/d1ra02903g,Crystal engineering
10.1039/d1ra02938j,Functional materials
10.1039/d1ra03346h,Functional materials
10.1039/d1ra03943a,Theory & modeling
10.1039/d1ra04591a,Functional materials
10.1039/d1ra04801e,Functional materials
10.1039/d1ra05349c,Functional materials
10.1039/d1ra06509b,Chemical synthesis
10.1039/d1ra06592k,Functional materials
10.1039/d1ra07363j,Functional materials
10.1039/d1ra07848h,Chemical synthesis
10.1039/d1ra08088a,Functional materials
10.1039/d1ra08407k,Functional materials
10.1039/d1ra08523a,Functional materials
10.1039/d1ra08710j,Chemical synthesis
10.1039/d1ra08950a,Chemical synthesis
10.1039/d1sc00607j,Functional materials
10.1039/d1sc01827b,Functional materials
10.1039/d1sc02833b,Chemical synthesis
10.1039/d1sc03665c,Chemical synthesis
10.1039/d1sc03962h,Chemical synthesis
10.1039/d1sc04779e,Crystal engineering
10.1039/d1se01000j,Functional materials
10.1039/d1se01513c,Functional materials
10.1039/d1ta00149c,Functional materials
10.1039/d1ta00159k,Functional materials
10.1039/d1ta01278a,Functional materials
10.1039/d1ta02251b,Functional materials
10.1039/d1ta02275j,Theory & modeling
10.1039/d1ta02814f,Chemical synthesis
10.1039/d1ta04009j,Functional materials
10.1039/d1ta08705c,Functional materials
10.1039/d1ta09463g,Functional materials
10.1039/d1ta09467j,Functional materials
10.1039/d1ta10385g,Functional materials
10.1039/d1ta10522a,Functional materials
10.1039/d1tb01120k,Functional materials
10.1039/d1tb02176a,Functional materials
10.1039/d1tb02339j,Functional materials
10.1039/d1tb02596a,Functional materials
10.1039/d1tc00407g,Functional materials
10.1039/d1tc01104a,Functional materials
10.1039/d1tc02190g,Functional materials
10.1039/d1tc03683a,Functional materials
10.1039/d1tc04239d,Chemical synthesis
10.1039/d1tc04867h,Crystal engineering
10.1039/d2ay00934j,Functional materials
10.1039/d2bm00752e,Functional materials
10.1039/d2bm01295b,Functional materials
10.1039/d2cc00177b,Theory & modeling
10.1039/d2cc00213b,Crystal engineering
10.1039/d2cc00846g,Functional materials
10.1039/d2cc01139e,Chemical synthesis
10.1039/d2cc01914k,Chemical synthesis
10.1039/d2cc02314h,Functional materials
10.1039/d2cc02639b,Functional materials
10.1039/d2cc03285f,Crystal engineering
10.1039/d2cc03575h,Crystal engineering
10.1039/d2cc03661d,Functional materials
10.1039/d2cc04054a,Chemical synthesis
10.1039/d2cc04985f,Theory & modeling
10.1039/d2cc05149d,Chemical synthesis
10.1039/d2cc06945h,Functional materials
10.1039/d2ce00026a,Functional materials
10.1039/d2ce00047d,Functional materials
10.1039/d2ce00061j,Functional materials
10.1039/d2ce00088a,Chemical synthesis
10.1039/d2ce00133k,Functional materials
10.1039/d2ce00139j,Crystal engineering
10.1039/d2ce00163b,Crystal engineering
10.1039/d2ce00268j,Crystal engineering
10.1039/d2ce00468b,Crystal engineering
10.1039/d2ce00553k,Functional materials
10.1039/d2ce00590e,Crystal engineering
10.1039/d2ce00626j,Crystal engineering
10.1039/d2ce00711h,Functional materials
10.1039/d2ce00722c,Crystal engineering
10.1039/d2ce00745b,Crystal engineering
10.1039/d2ce00803c,Chemical synthesis
10.1039/d2ce00884j,Crystal engineering
10.1039/d2ce00897a,Functional materials
10.1039/d2ce00921h,Crystal engineering
10.1039/d2ce01085b,Functional materials
10.1039/d2ce01105k,Crystal engineering
10.1039/d2ce01146h,Functional materials
10.1039/d2ce01327d,Crystal engineering
10.1039/d2ce01496c,Chemical synthesis
10.1039/d2ce01529c,Crystal engineering
10.1039/d2ce01652d,Functional materials
10.1039/d2ce01684b,Functional materials
10.1039/d2ce01686a,Crystal engineering
10.1039/d2cp03746g,Theory & modeling
10.1039/d2cp04375k,Crystal engineering
10.1039/d2cy01126c,Chemical synthesis
10.1039/d2cy01147f,Functional materials
10.1039/d2cy01231f,Functional materials
10.1039/d2cy01778d,Functional materials
10.1039/d2dt00067a,Functional materials
10.1039/d2dt00089j,Functional materials
10.1039/d2dt00389a,Functional materials
10.1039/d2dt00616b,Chemical synthesis
10.1039/d2dt00714b,Functional materials
10.1039/d2dt00816e,Crystal engineering
10.1039/d2dt00976e,Functional materials
10.1039/d2dt01032a,Functional materials
10.1039/d2dt01035f,Functional materials
10.1039/d2dt01117d,Functional materials
10.1039/d2dt01239a,Crystal engineering
10.1039/d2dt01283a,Functional materials
10.1039/d2dt01695h,Functional materials
10.1039/d2dt01790c,Functional materials
10.1039/d2dt01924h,Crystal engineering
10.1039/d2dt01976k,Functional materials
10.1039/d2dt02098j,Functional materials
10.1039/d2dt02155b,Functional materials
10.1039/d2dt02260e,Chemical synthesis
10.1039/d2dt02290g,Crystal engineering
10.1039/d2dt02340g,Functional materials
10.1039/d2dt02421g,Chemical synthesis
10.1039/d2dt02792e,Functional materials
10.1039/d2dt03006c,Functional materials
10.1039/d2dt03216c,Chemical synthesis
10.1039/d2dt03230a,Functional materials
10.1039/d2dt03401h,Crystal engineering
10.1039/d2dt03446h,Functional materials
10.1039/d2dt03462j,Crystal engineering
10.1039/d2dt03644d,Chemical synthesis
10.1039/d2dt04106e,Crystal engineering
10.1039/d2dt04168e,Functional materials
10.1039/d2ee02322a,Functional materials
10.1039/d2en00809b,Functional materials
10.1039/d2fd00093h,Crystal engineering
10.1039/d2gc00208f,Functional materials
10.1039/d2gc02306g,Functional materials
10.1039/d2gc04285a,Chemical synthesis
10.1039/d2me00163b,Chemical synthesis
10.1039/d2me00280a,Chemical synthesis
10.1039/d2mh00914e,Theory & modeling
10.1039/d2na00510g,Functional materials
10.1039/d2na00767c,Chemical synthesis
10.1039/d2nj00134a,Chemical synthesis
10.1039/d2nj00225f,Functional materials
10.1039/d2nj00251e,Functional materials
10.1039/d2nj00308b,Crystal engineering
10.1039/d2nj00358a,Functional materials
10.1039/d2nj00416j,Chemical synthesis
10.1039/d2nj00457g,Functional materials
10.1039/d2nj00674j,Functional materials
10.1039/d2nj00945e,Functional materials
10.1039/d2nj01490d,Functional materials
10.1039/d2nj01981g,Functional materials
10.1039/d2nj02746a,Crystal engineering
10.1039/d2nj02981b,Chemical synthesis
10.1039/d2nj03340b,Functional materials
10.1039/d2nj03472g,Functional materials
10.1039/d2nj03640a,Functional materials
10.1039/d2nj03746g,Functional materials
10.1039/d2nj03889g,Functional materials
10.1039/d2nj04116b,Functional materials
10.1039/d2nj04415c,Functional materials
10.1039/d2nj04518d,Functional materials
10.1039/d2nj05100a,Theory & modeling
10.1039/d2nj05689e,Functional materials
10.1039/d2nj05751d,Functional materials
10.1039/d2nj05826j,Functional materials
10.1039/d2nj06032a,Functional materials
10.1039/d2nr00040g,Functional materials
10.1039/d2nr01827f,Functional materials
10.1039/d2nr02501a,Functional materials
10.1039/d2nr03602a,Functional materials
10.1039/d2nr05229f,Functional materials
10.1039/d2nr06521e,Theory & modeling
10.1039/d2nr06729c,Functional materials
10.1039/d2qi00093h,Functional materials
10.1039/d2qi00206j,Chemical synthesis
10.1039/d2qi00214k,Crystal engineering
10.1039/d2qi00404f,Functional materials
10.1039/d2qi00799a,Crystal engineering
10.1039/d2qi00835a,Crystal engineering
10.1039/d2qi00853j,Functional materials
10.1039/d2qi01108e,Functional materials
10.1039/d2qi01152b,Functional materials
10.1039/d2qi01180h,Crystal engineering
10.1039/d2qi01198k,Chemical synthesis
10.1039/d2qi01337a,Functional materials
10.1039/d2qi01459a,Functional materials
10.1039/d2qi01738e,Functional materials
10.1039/d2qi01763f,Functional materials
10.1039/d2qi01894b,Crystal engineering
10.1039/d2qi01922a,Functional materials
10.1039/d2qi01949c,Functional materials
10.1039/d2qi02599j,Chemical synthesis
10.1039/d2qi02639b,Functional materials
10.1039/d2qm00839d,Crystal engineering
10.1039/d2qm01039a,Functional materials
10.1039/d2qo01257j,Functional materials
10.1039/d2ra00746k,Functional materials
10.1039/d2ra01159j,Functional materials
10.1039/d2ra01759h,Functional materials
10.1039/d2ra02680e,Functional materials
10.1039/d2ra02773a,Functional materials
10.1039/d2ra03131k,Crystal engineering
10.1039/d2ra03747e,Functional materials
10.1039/d2ra04031j,Theory & modeling
10.1039/d2ra05655k,Functional materials
10.1039/d2ra05878b,Chemical synthesis
10.1039/d2ra06034e,Functional materials
10.1039/d2ra07077d,Functional materials
10.1039/d2ra08016h,Functional materials
10.1039/d2ra08040k,Chemical synthesis
10.1039/d2ra08312d,Functional materials
10.1039/d2ra08347g,Chemical synthesis
10.1039/d2re00290f,Functional materials
10.1039/d2sc00526c,Crystal engineering
10.1039/d2sc01254e,Theory & modeling
10.1039/d2sc01596j,Chemical synthesis
10.1039/d2sc02267b,Functional materials
10.1039/d2sc03489a,Theory & modeling
10.1039/d2sc03793a,Functional materials
10.1039/d2sc04783g,Theory & modeling
10.1039/d2sc05161c,Functional materials
10.1039/d2sc06085j,Functional materials
10.1039/d2sc06869a,Crystal engineering
10.1039/d2se00374k,Theory & modeling
10.1039/d2se00408a,Functional materials
10.1039/d2se01152b,Functional materials
10.1039/d2sm00749e,Theory & modeling
10.1039/d2ta00226d,Functional materials
