DOI,Publisher,DOI Link,Classification
10.1016/j.micromeso.2011.12.009,publisher_E,https://doi.org/10.1016/j.micromeso.2011.12.009,Functional materials
10.1016/j.inoche.2024.113590,publisher_E,https://doi.org/10.1016/j.inoche.2024.113590,Functional materials
10.1016/j.molstruc.2024.140348,publisher_E,https://doi.org/10.1016/j.molstruc.2024.140348,Functional materials
10.1016/j.molstruc.2020.129327,publisher_E,https://doi.org/10.1016/j.molstruc.2020.129327,Functional materials
10.1016/j.ica.2017.09.047,publisher_E,https://doi.org/10.1016/j.ica.2017.09.047,Crystal engineering
10.1016/j.inoche.2018.07.039,publisher_E,https://doi.org/10.1016/j.inoche.2018.07.039,Functional materials
10.1016/j.poly.2018.11.036,publisher_E,https://doi.org/10.1016/j.poly.2018.11.036,Crystal engineering
10.1016/j.ica.2019.119096,publisher_E,https://doi.org/10.1016/j.ica.2019.119096,Functional materials
10.1016/j.micromeso.2011.04.028,publisher_E,https://doi.org/10.1016/j.micromeso.2011.04.028,Functional materials
10.1016/j.jssc.2017.08.017,publisher_E,https://doi.org/10.1016/j.jssc.2017.08.017,Crystal engineering
10.1016/j.micromeso.2014.02.021,publisher_E,https://doi.org/10.1016/j.micromeso.2014.02.021,Functional materials
10.1016/j.solidstatesciences.2006.02.025,publisher_E,https://doi.org/10.1016/j.solidstatesciences.2006.02.025,Crystal engineering
10.1016/j.jmrt.2020.05.015,publisher_E,https://doi.org/10.1016/j.jmrt.2020.05.015,Crystal engineering
10.1016/j.ica.2008.10.008,publisher_E,https://doi.org/10.1016/j.ica.2008.10.008,Crystal engineering
10.1016/j.ica.2004.05.037,publisher_E,https://doi.org/10.1016/j.ica.2004.05.037,Crystal engineering
10.1016/j.molstruc.2018.04.068,publisher_E,https://doi.org/10.1016/j.molstruc.2018.04.068,Crystal engineering
10.1016/j.micromeso.2010.10.022,publisher_E,https://doi.org/10.1016/j.micromeso.2010.10.022,Functional materials
10.1016/j.solidstatesciences.2011.05.017,publisher_E,https://doi.org/10.1016/j.solidstatesciences.2011.05.017,Crystal engineering
10.1016/j.matlet.2009.05.040,publisher_E,https://doi.org/10.1016/j.matlet.2009.05.040,Functional materials
10.1016/j.molstruc.2017.03.120,publisher_E,https://doi.org/10.1016/j.molstruc.2017.03.120,Functional materials
10.1016/j.inoche.2021.108693,publisher_E,https://doi.org/10.1016/j.inoche.2021.108693,Functional materials
10.1016/j.matchemphys.2014.06.015,publisher_E,https://doi.org/10.1016/j.matchemphys.2014.06.015,Functional materials
10.1016/S0020-1693(02)00905-2,publisher_E,https://doi.org/10.1016/S0020-1693(02)00905-2,Crystal engineering
10.1016/j.inoche.2023.111394,publisher_E,https://doi.org/10.1016/j.inoche.2023.111394,Functional materials
10.1016/j.ica.2012.08.012,publisher_E,https://doi.org/10.1016/j.ica.2012.08.012,Crystal engineering
10.1016/j.molliq.2020.112996,publisher_E,https://doi.org/10.1016/j.molliq.2020.112996,Functional materials
10.1016/j.jssc.2020.121742,publisher_E,https://doi.org/10.1016/j.jssc.2020.121742,Crystal engineering
10.1016/j.ica.2012.04.044,publisher_E,https://doi.org/10.1016/j.ica.2012.04.044,Chemical synthesis
10.1016/j.inoche.2013.08.031,publisher_E,https://doi.org/10.1016/j.inoche.2013.08.031,Crystal engineering
10.1016/j.jallcom.2017.01.260,publisher_E,https://doi.org/10.1016/j.jallcom.2017.01.260,Functional materials
10.1016/j.jallcom.2018.12.157,publisher_E,https://doi.org/10.1016/j.jallcom.2018.12.157,Functional materials
10.1016/j.micromeso.2019.109844,publisher_E,https://doi.org/10.1016/j.micromeso.2019.109844,Functional materials
10.1016/j.apsusc.2013.07.068,publisher_E,https://doi.org/10.1016/j.apsusc.2013.07.068,Functional materials
10.1016/j.jorganchem.2018.04.032,publisher_E,https://doi.org/10.1016/j.jorganchem.2018.04.032,Crystal engineering
10.1016/j.matchemphys.2024.129245,publisher_E,https://doi.org/10.1016/j.matchemphys.2024.129245,Functional materials
10.1016/j.jics.2024.101335,publisher_E,https://doi.org/10.1016/j.jics.2024.101335,Functional materials
10.1016/j.jssc.2013.05.034,publisher_E,https://doi.org/10.1016/j.jssc.2013.05.034,Crystal engineering
10.1016/j.inoche.2011.01.040,publisher_E,https://doi.org/10.1016/j.inoche.2011.01.040,Chemical synthesis
10.1016/j.ijhydene.2012.04.105,publisher_E,https://doi.org/10.1016/j.ijhydene.2012.04.105,Functional materials
10.1016/j.inoche.2009.02.004,publisher_E,https://doi.org/10.1016/j.inoche.2009.02.004,Chemical synthesis
10.1016/j.optmat.2017.05.037,publisher_E,https://doi.org/10.1016/j.optmat.2017.05.037,Functional materials
10.1016/j.molstruc.2018.05.054,publisher_E,https://doi.org/10.1016/j.molstruc.2018.05.054,Crystal engineering
10.1016/j.inoche.2014.06.023,publisher_E,https://doi.org/10.1016/j.inoche.2014.06.023,Crystal engineering
10.1016/j.ica.2018.10.029,publisher_E,https://doi.org/10.1016/j.ica.2018.10.029,Functional materials
10.1016/j.poly.2006.09.008,publisher_E,https://doi.org/10.1016/j.poly.2006.09.008,Crystal engineering
10.1016/j.micromeso.2014.02.016,publisher_E,https://doi.org/10.1016/j.micromeso.2014.02.016,Functional materials
10.1016/j.inoche.2023.111612,publisher_E,https://doi.org/10.1016/j.inoche.2023.111612,Functional materials
10.1016/j.mtchem.2023.101777,publisher_E,https://doi.org/10.1016/j.mtchem.2023.101777,Functional materials
10.1016/j.inoche.2015.01.030,publisher_E,https://doi.org/10.1016/j.inoche.2015.01.030,Functional materials
10.1016/j.inoche.2006.10.010,publisher_E,https://doi.org/10.1016/j.inoche.2006.10.010,Crystal engineering
10.1016/j.inoche.2016.04.009,publisher_E,https://doi.org/10.1016/j.inoche.2016.04.009,Functional materials
10.1016/j.ica.2015.12.010,publisher_E,https://doi.org/10.1016/j.ica.2015.12.010,Functional materials
10.1016/j.ica.2011.03.072,publisher_E,https://doi.org/10.1016/j.ica.2011.03.072,Crystal engineering
10.1016/j.solidstatesciences.2011.05.006,publisher_E,https://doi.org/10.1016/j.solidstatesciences.2011.05.006,Crystal engineering
10.1016/j.jssc.2017.07.019,publisher_E,https://doi.org/10.1016/j.jssc.2017.07.019,Crystal engineering
10.1016/j.micromeso.2008.10.037,publisher_E,https://doi.org/10.1016/j.micromeso.2008.10.037,Crystal engineering
10.1016/j.molstruc.2006.10.013,publisher_E,https://doi.org/10.1016/j.molstruc.2006.10.013,Crystal engineering
10.1016/j.solidstatesciences.2004.07.019,publisher_E,https://doi.org/10.1016/j.solidstatesciences.2004.07.019,Crystal engineering
10.1016/j.dyepig.2024.112600,publisher_E,https://doi.org/10.1016/j.dyepig.2024.112600,Functional materials
10.1016/j.dyepig.2016.03.027,publisher_E,https://doi.org/10.1016/j.dyepig.2016.03.027,Functional materials
10.1016/j.micromeso.2015.12.004,publisher_E,https://doi.org/10.1016/j.micromeso.2015.12.004,Functional materials
10.1016/j.scriptamat.2007.09.024,publisher_E,https://doi.org/10.1016/j.scriptamat.2007.09.024,Functional materials
10.1016/j.ijhydene.2010.12.043,publisher_E,https://doi.org/10.1016/j.ijhydene.2010.12.043,Functional materials
10.1016/j.ica.2015.08.015,publisher_E,https://doi.org/10.1016/j.ica.2015.08.015,Functional materials
10.1016/j.ijhydene.2013.01.163,publisher_E,https://doi.org/10.1016/j.ijhydene.2013.01.163,Functional materials
10.1016/j.ijhydene.2008.11.048,publisher_E,https://doi.org/10.1016/j.ijhydene.2008.11.048,Functional materials
10.1016/j.ijhydene.2013.03.044,publisher_E,https://doi.org/10.1016/j.ijhydene.2013.03.044,Functional materials
10.1016/j.micromeso.2019.109784,publisher_E,https://doi.org/10.1016/j.micromeso.2019.109784,Functional materials
10.1016/j.jssc.2018.04.008,publisher_E,https://doi.org/10.1016/j.jssc.2018.04.008,Functional materials
10.1016/j.inoche.2014.02.015,publisher_E,https://doi.org/10.1016/j.inoche.2014.02.015,Crystal engineering
10.1016/j.jssc.2021.122868,publisher_E,https://doi.org/10.1016/j.jssc.2021.122868,Functional materials
10.1016/j.molstruc.2018.12.026,publisher_E,https://doi.org/10.1016/j.molstruc.2018.12.026,Crystal engineering
10.1016/j.poly.2022.115653,publisher_E,https://doi.org/10.1016/j.poly.2022.115653,Functional materials
10.1016/j.micromeso.2018.03.020,publisher_E,https://doi.org/10.1016/j.micromeso.2018.03.020,Crystal engineering
10.1016/j.molstruc.2022.134127,publisher_E,https://doi.org/10.1016/j.molstruc.2022.134127,Functional materials
10.1016/j.ica.2012.01.046,publisher_E,https://doi.org/10.1016/j.ica.2012.01.046,Crystal engineering
10.1016/j.solidstatesciences.2015.11.010,publisher_E,https://doi.org/10.1016/j.solidstatesciences.2015.11.010,Crystal engineering
10.1016/j.jssc.2004.12.004,publisher_E,https://doi.org/10.1016/j.jssc.2004.12.004,Crystal engineering
10.1016/j.jssc.2010.10.011,publisher_E,https://doi.org/10.1016/j.jssc.2010.10.011,Crystal engineering
10.1016/j.solidstatesciences.2013.09.010,publisher_E,https://doi.org/10.1016/j.solidstatesciences.2013.09.010,Crystal engineering
10.1016/j.jorganchem.2006.07.048,publisher_E,https://doi.org/10.1016/j.jorganchem.2006.07.048,Crystal engineering
10.1016/j.ica.2009.01.042,publisher_E,https://doi.org/10.1016/j.ica.2009.01.042,Crystal engineering
10.1016/j.ica.2018.10.052,publisher_E,https://doi.org/10.1016/j.ica.2018.10.052,Crystal engineering
10.1016/j.molstruc.2016.02.010,publisher_E,https://doi.org/10.1016/j.molstruc.2016.02.010,Crystal engineering
10.1016/j.jorganchem.2021.122221,publisher_E,https://doi.org/10.1016/j.jorganchem.2021.122221,Functional materials
10.1016/j.molstruc.2022.133895,publisher_E,https://doi.org/10.1016/j.molstruc.2022.133895,Functional materials
10.1016/j.ica.2012.01.041,publisher_E,https://doi.org/10.1016/j.ica.2012.01.041,Crystal engineering
10.1016/j.inoche.2012.06.004,publisher_E,https://doi.org/10.1016/j.inoche.2012.06.004,Crystal engineering
10.1016/j.poly.2023.116750,publisher_E,https://doi.org/10.1016/j.poly.2023.116750,Crystal engineering
10.1016/j.ica.2012.11.019,publisher_E,https://doi.org/10.1016/j.ica.2012.11.019,Crystal engineering
10.1016/j.molstruc.2015.08.020,publisher_E,https://doi.org/10.1016/j.molstruc.2015.08.020,Crystal engineering
10.1016/j.inoche.2013.08.013,publisher_E,https://doi.org/10.1016/j.inoche.2013.08.013,Crystal engineering
10.1016/S0277-5387(02)01302-5,publisher_E,https://doi.org/10.1016/S0277-5387(02)01302-5,Crystal engineering
10.1016/j.micromeso.2009.06.009,publisher_E,https://doi.org/10.1016/j.micromeso.2009.06.009,Crystal engineering
10.1016/j.ica.2020.119500,publisher_E,https://doi.org/10.1016/j.ica.2020.119500,Crystal engineering
10.1016/j.dyepig.2025.112953,publisher_E,https://doi.org/10.1016/j.dyepig.2025.112953,Crystal engineering
10.1016/j.molstruc.2011.10.010,publisher_E,https://doi.org/10.1016/j.molstruc.2011.10.010,Crystal engineering
10.1016/j.molstruc.2009.09.038,publisher_E,https://doi.org/10.1016/j.molstruc.2009.09.038,Crystal engineering
10.1016/j.catcom.2017.06.026,publisher_E,https://doi.org/10.1016/j.catcom.2017.06.026,Functional materials
10.1016/j.mcat.2020.111190,publisher_E,https://doi.org/10.1016/j.mcat.2020.111190,Chemical synthesis
10.1016/j.micromeso.2016.06.014,publisher_E,https://doi.org/10.1016/j.micromeso.2016.06.014,Functional materials
10.1016/j.mtsust.2023.100604,publisher_E,https://doi.org/10.1016/j.mtsust.2023.100604,Functional materials
10.1016/j.inoche.2012.04.032,publisher_E,https://doi.org/10.1016/j.inoche.2012.04.032,Crystal engineering
10.1016/j.jcou.2023.102633,publisher_E,https://doi.org/10.1016/j.jcou.2023.102633,Chemical synthesis
10.1016/j.jcis.2021.05.169,publisher_E,https://doi.org/10.1016/j.jcis.2021.05.169,Functional materials
10.1016/j.jssc.2022.123520,publisher_E,https://doi.org/10.1016/j.jssc.2022.123520,Crystal engineering
10.1016/j.jssc.2017.10.017,publisher_E,https://doi.org/10.1016/j.jssc.2017.10.017,Functional materials
10.1016/j.dyepig.2023.111673,publisher_E,https://doi.org/10.1016/j.dyepig.2023.111673,Functional materials
10.1016/j.poly.2019.07.013,publisher_E,https://doi.org/10.1016/j.poly.2019.07.013,Functional materials
10.1016/j.micromeso.2020.110600,publisher_E,https://doi.org/10.1016/j.micromeso.2020.110600,Functional materials
10.1016/j.molstruc.2024.141056,publisher_E,https://doi.org/10.1016/j.molstruc.2024.141056,Functional materials
10.1016/j.jcis.2024.05.211,publisher_E,https://doi.org/10.1016/j.jcis.2024.05.211,Functional materials
10.1016/j.molstruc.2014.01.090,publisher_E,https://doi.org/10.1016/j.molstruc.2014.01.090,Crystal engineering
10.1016/j.inoche.2021.108550,publisher_E,https://doi.org/10.1016/j.inoche.2021.108550,Functional materials
10.1016/j.poly.2013.09.002,publisher_E,https://doi.org/10.1016/j.poly.2013.09.002,Crystal engineering
10.1016/j.colsurfa.2020.125330,publisher_E,https://doi.org/10.1016/j.colsurfa.2020.125330,Functional materials
10.1016/j.matchemphys.2019.05.009,publisher_E,https://doi.org/10.1016/j.matchemphys.2019.05.009,Crystal engineering
10.1016/j.jcat.2022.01.010,publisher_E,https://doi.org/10.1016/j.jcat.2022.01.010,Functional materials
10.1016/j.jallcom.2017.07.095,publisher_E,https://doi.org/10.1016/j.jallcom.2017.07.095,Functional materials
10.1016/j.jiec.2017.05.028,publisher_E,https://doi.org/10.1016/j.jiec.2017.05.028,Chemical synthesis
10.1016/j.jssc.2022.123001,publisher_E,https://doi.org/10.1016/j.jssc.2022.123001,Crystal engineering
10.1016/j.ica.2014.08.053,publisher_E,https://doi.org/10.1016/j.ica.2014.08.053,Crystal engineering
10.1016/j.msec.2019.110111,publisher_E,https://doi.org/10.1016/j.msec.2019.110111,Functional materials
10.1016/j.apcata.2018.04.038,publisher_E,https://doi.org/10.1016/j.apcata.2018.04.038,Chemical synthesis
10.1016/j.inoche.2021.109017,publisher_E,https://doi.org/10.1016/j.inoche.2021.109017,Functional materials
10.1016/j.ica.2009.06.053,publisher_E,https://doi.org/10.1016/j.ica.2009.06.053,Crystal engineering
10.1016/j.jmrt.2022.03.028,publisher_E,https://doi.org/10.1016/j.jmrt.2022.03.028,Functional materials
10.1016/j.microc.2023.108684,publisher_E,https://doi.org/10.1016/j.microc.2023.108684,Functional materials
10.1016/j.jcis.2021.09.031,publisher_E,https://doi.org/10.1016/j.jcis.2021.09.031,Chemical synthesis
10.1016/j.solidstatesciences.2022.106842,publisher_E,https://doi.org/10.1016/j.solidstatesciences.2022.106842,Functional materials
10.1016/j.poly.2024.117078,publisher_E,https://doi.org/10.1016/j.poly.2024.117078,Functional materials
10.1016/j.polymertesting.2024.108659,publisher_E,https://doi.org/10.1016/j.polymertesting.2024.108659,Functional materials
10.1016/j.jssc.2017.07.032,publisher_E,https://doi.org/10.1016/j.jssc.2017.07.032,Chemical synthesis
10.1016/j.surfin.2022.102471,publisher_E,https://doi.org/10.1016/j.surfin.2022.102471,Functional materials
10.1016/j.jics.2024.101166,publisher_E,https://doi.org/10.1016/j.jics.2024.101166,Theory & modeling
10.1016/j.chroma.2023.464377,publisher_E,https://doi.org/10.1016/j.chroma.2023.464377,Functional materials
10.1016/j.jcis.2018.04.063,publisher_E,https://doi.org/10.1016/j.jcis.2018.04.063,Functional materials
10.14102/j.cnki.0254-5861.2021-0013,publisher_E,https://doi.org/10.14102/j.cnki.0254-5861.2021-0013,Functional materials
10.1016/j.molstruc.2025.141443,publisher_E,https://doi.org/10.1016/j.molstruc.2025.141443,Functional materials
10.1016/j.arabjc.2017.01.012,publisher_E,https://doi.org/10.1016/j.arabjc.2017.01.012,Functional materials
10.1016/j.apsusc.2021.151558,publisher_E,https://doi.org/10.1016/j.apsusc.2021.151558,Functional materials
10.1016/j.micromeso.2016.02.029,publisher_E,https://doi.org/10.1016/j.micromeso.2016.02.029,Functional materials
10.1016/j.inoche.2018.07.029,publisher_E,https://doi.org/10.1016/j.inoche.2018.07.029,Functional materials
10.1016/j.jcat.2016.02.013,publisher_E,https://doi.org/10.1016/j.jcat.2016.02.013,Functional materials
10.1016/j.materresbull.2021.111243,publisher_E,https://doi.org/10.1016/j.materresbull.2021.111243,Functional materials
10.1016/j.molstruc.2020.129041,publisher_E,https://doi.org/10.1016/j.molstruc.2020.129041,Functional materials
10.1016/j.jssc.2014.06.017,publisher_E,https://doi.org/10.1016/j.jssc.2014.06.017,Functional materials
10.1016/j.colsurfa.2023.133032,publisher_E,https://doi.org/10.1016/j.colsurfa.2023.133032,Functional materials
10.1016/j.jssc.2016.03.043,publisher_E,https://doi.org/10.1016/j.jssc.2016.03.043,Functional materials
10.1016/j.micromeso.2009.11.001,publisher_E,https://doi.org/10.1016/j.micromeso.2009.11.001,Functional materials
10.1016/j.microc.2024.110035,publisher_E,https://doi.org/10.1016/j.microc.2024.110035,Functional materials
10.1016/j.inoche.2020.108032,publisher_E,https://doi.org/10.1016/j.inoche.2020.108032,Functional materials
10.1016/j.micromeso.2020.110044,publisher_E,https://doi.org/10.1016/j.micromeso.2020.110044,Functional materials
10.1016/j.molstruc.2022.133399,publisher_E,https://doi.org/10.1016/j.molstruc.2022.133399,Functional materials
10.1016/j.micromeso.2016.05.035,publisher_E,https://doi.org/10.1016/j.micromeso.2016.05.035,Functional materials
10.1016/j.ijhydene.2024.06.163,publisher_E,https://doi.org/10.1016/j.ijhydene.2024.06.163,Functional materials
10.1016/j.jcrysgro.2016.07.004,publisher_E,https://doi.org/10.1016/j.jcrysgro.2016.07.004,Chemical synthesis
10.1016/S1003-9953(11)60419-2,publisher_E,https://doi.org/10.1016/S1003-9953(11)60419-2,Functional materials
10.1016/j.molstruc.2016.12.034,publisher_E,https://doi.org/10.1016/j.molstruc.2016.12.034,Functional materials
10.1016/j.mtcomm.2022.104117,publisher_E,https://doi.org/10.1016/j.mtcomm.2022.104117,Functional materials
10.1016/j.mencom.2023.10.025,publisher_E,https://doi.org/10.1016/j.mencom.2023.10.025,Functional materials
10.1016/j.materresbull.2020.111058,publisher_E,https://doi.org/10.1016/j.materresbull.2020.111058,Functional materials
10.1016/j.cattod.2024.114988,publisher_E,https://doi.org/10.1016/j.cattod.2024.114988,Functional materials
10.1016/j.jphotochem.2023.115333,publisher_E,https://doi.org/10.1016/j.jphotochem.2023.115333,Functional materials
10.1016/j.molstruc.2023.135389,publisher_E,https://doi.org/10.1016/j.molstruc.2023.135389,Functional materials
10.1016/j.molstruc.2023.137235,publisher_E,https://doi.org/10.1016/j.molstruc.2023.137235,Functional materials
10.1016/j.colsurfa.2024.135418,publisher_E,https://doi.org/10.1016/j.colsurfa.2024.135418,Functional materials
10.1016/j.micromeso.2015.12.010,publisher_E,https://doi.org/10.1016/j.micromeso.2015.12.010,Crystal engineering
10.1016/j.molcata.2014.05.023,publisher_E,https://doi.org/10.1016/j.molcata.2014.05.023,Crystal engineering
10.1016/j.jiec.2018.03.006,publisher_E,https://doi.org/10.1016/j.jiec.2018.03.006,Chemical synthesis
10.1016/S1002-0721(14)60050-8,publisher_E,https://doi.org/10.1016/S1002-0721(14)60050-8,Functional materials
10.1016/j.jcis.2023.09.010,publisher_E,https://doi.org/10.1016/j.jcis.2023.09.010,Functional materials
10.1016/j.talanta.2019.120514,publisher_E,https://doi.org/10.1016/j.talanta.2019.120514,Functional materials
10.1016/j.jssc.2024.125028,publisher_E,https://doi.org/10.1016/j.jssc.2024.125028,Functional materials
10.1016/j.cap.2017.11.014,publisher_E,https://doi.org/10.1016/j.cap.2017.11.014,Functional materials
10.1016/j.molcata.2013.12.005,publisher_E,https://doi.org/10.1016/j.molcata.2013.12.005,Functional materials
10.1016/j.mseb.2021.115495,publisher_E,https://doi.org/10.1016/j.mseb.2021.115495,Functional materials
10.1016/j.jallcom.2013.09.195,publisher_E,https://doi.org/10.1016/j.jallcom.2013.09.195,Functional materials
10.1016/j.molstruc.2020.129161,publisher_E,https://doi.org/10.1016/j.molstruc.2020.129161,Functional materials
10.1016/j.molstruc.2024.140323,publisher_E,https://doi.org/10.1016/j.molstruc.2024.140323,Functional materials
10.1016/j.inoche.2021.108604,publisher_E,https://doi.org/10.1016/j.inoche.2021.108604,Crystal engineering
10.1016/j.ica.2019.04.042,publisher_E,https://doi.org/10.1016/j.ica.2019.04.042,Functional materials
10.1016/j.inoche.2015.09.002,publisher_E,https://doi.org/10.1016/j.inoche.2015.09.002,Crystal engineering
10.1016/j.jssc.2020.121258,publisher_E,https://doi.org/10.1016/j.jssc.2020.121258,Functional materials
10.1016/j.molstruc.2006.03.078,publisher_E,https://doi.org/10.1016/j.molstruc.2006.03.078,Functional materials
10.1016/j.foodchem.2022.134248,publisher_E,https://doi.org/10.1016/j.foodchem.2022.134248,Functional materials
10.1016/j.microc.2021.106294,publisher_E,https://doi.org/10.1016/j.microc.2021.106294,Functional materials
10.1016/j.jssc.2021.122747,publisher_E,https://doi.org/10.1016/j.jssc.2021.122747,Functional materials
10.1016/j.micromeso.2020.110224,publisher_E,https://doi.org/10.1016/j.micromeso.2020.110224,Functional materials
10.1016/j.snb.2020.129133,publisher_E,https://doi.org/10.1016/j.snb.2020.129133,Functional materials
10.1016/j.snb.2020.128455,publisher_E,https://doi.org/10.1016/j.snb.2020.128455,Functional materials
10.1016/j.matlet.2014.08.058,publisher_E,https://doi.org/10.1016/j.matlet.2014.08.058,Functional materials
10.1016/j.jssc.2017.04.018,publisher_E,https://doi.org/10.1016/j.jssc.2017.04.018,Functional materials
10.1016/j.micromeso.2017.02.013,publisher_E,https://doi.org/10.1016/j.micromeso.2017.02.013,Chemical synthesis
10.1016/j.micromeso.2018.08.019,publisher_E,https://doi.org/10.1016/j.micromeso.2018.08.019,Chemical synthesis
10.1016/j.micromeso.2017.11.020,publisher_E,https://doi.org/10.1016/j.micromeso.2017.11.020,Crystal engineering
10.1016/j.micromeso.2016.07.039,publisher_E,https://doi.org/10.1016/j.micromeso.2016.07.039,Functional materials
10.1016/j.micromeso.2014.07.052,publisher_E,https://doi.org/10.1016/j.micromeso.2014.07.052,Crystal engineering
10.1016/j.inoche.2020.107773,publisher_E,https://doi.org/10.1016/j.inoche.2020.107773,Functional materials
10.1016/j.jpcs.2024.112452,publisher_E,https://doi.org/10.1016/j.jpcs.2024.112452,Functional materials
10.1016/j.tet.2017.08.040,publisher_E,https://doi.org/10.1016/j.tet.2017.08.040,Functional materials
10.1016/j.micromeso.2019.109569,publisher_E,https://doi.org/10.1016/j.micromeso.2019.109569,Functional materials
10.1016/j.micromeso.2010.12.016,publisher_E,https://doi.org/10.1016/j.micromeso.2010.12.016,Functional materials
10.1016/j.matchemphys.2025.130363,publisher_E,https://doi.org/10.1016/j.matchemphys.2025.130363,Functional materials
10.1016/j.inoche.2017.11.010,publisher_E,https://doi.org/10.1016/j.inoche.2017.11.010,Crystal engineering
10.1016/j.molstruc.2023.135224,publisher_E,https://doi.org/10.1016/j.molstruc.2023.135224,Functional materials
10.1016/j.ica.2015.04.030,publisher_E,https://doi.org/10.1016/j.ica.2015.04.030,Functional materials
10.1016/j.inoche.2012.11.035,publisher_E,https://doi.org/10.1016/j.inoche.2012.11.035,Crystal engineering
10.1016/j.inoche.2013.05.006,publisher_E,https://doi.org/10.1016/j.inoche.2013.05.006,Crystal engineering
10.1016/j.jssc.2022.123111,publisher_E,https://doi.org/10.1016/j.jssc.2022.123111,Functional materials
10.1016/j.inoche.2019.107488,publisher_E,https://doi.org/10.1016/j.inoche.2019.107488,Crystal engineering
10.1016/j.ijhydene.2009.01.082,publisher_E,https://doi.org/10.1016/j.ijhydene.2009.01.082,Functional materials
10.1016/j.ijhydene.2011.12.072,publisher_E,https://doi.org/10.1016/j.ijhydene.2011.12.072,Functional materials
10.1016/j.inoche.2009.07.027,publisher_E,https://doi.org/10.1016/j.inoche.2009.07.027,Crystal engineering
10.1016/j.inoche.2020.108011,publisher_E,https://doi.org/10.1016/j.inoche.2020.108011,Functional materials
10.1016/j.inoche.2012.12.015,publisher_E,https://doi.org/10.1016/j.inoche.2012.12.015,Crystal engineering
10.1016/j.poly.2011.05.020,publisher_E,https://doi.org/10.1016/j.poly.2011.05.020,Crystal engineering
10.1016/j.solidstatesciences.2009.11.013,publisher_E,https://doi.org/10.1016/j.solidstatesciences.2009.11.013,Crystal engineering
10.1016/j.jssc.2016.03.034,publisher_E,https://doi.org/10.1016/j.jssc.2016.03.034,Functional materials
10.1016/j.colsurfa.2012.11.067,publisher_E,https://doi.org/10.1016/j.colsurfa.2012.11.067,Functional materials
10.1016/j.synthmet.2012.07.025,publisher_E,https://doi.org/10.1016/j.synthmet.2012.07.025,Functional materials
10.1016/j.molstruc.2024.140061,publisher_E,https://doi.org/10.1016/j.molstruc.2024.140061,Functional materials
10.1016/j.poly.2016.06.034,publisher_E,https://doi.org/10.1016/j.poly.2016.06.034,Functional materials
10.1016/j.matlet.2020.127402,publisher_E,https://doi.org/10.1016/j.matlet.2020.127402,Functional materials
10.1016/j.jcou.2017.10.015,publisher_E,https://doi.org/10.1016/j.jcou.2017.10.015,Functional materials
10.1016/j.poly.2016.11.025,publisher_E,https://doi.org/10.1016/j.poly.2016.11.025,Functional materials
10.1016/j.poly.2012.02.006,publisher_E,https://doi.org/10.1016/j.poly.2012.02.006,Crystal engineering
10.1016/j.ica.2011.08.028,publisher_E,https://doi.org/10.1016/j.ica.2011.08.028,Functional materials
10.1016/j.molstruc.2016.12.005,publisher_E,https://doi.org/10.1016/j.molstruc.2016.12.005,Functional materials
10.1016/j.ica.2024.122072,publisher_E,https://doi.org/10.1016/j.ica.2024.122072,Crystal engineering
10.1016/j.jssc.2024.124773,publisher_E,https://doi.org/10.1016/j.jssc.2024.124773,Functional materials
10.1016/j.molstruc.2013.03.001,publisher_E,https://doi.org/10.1016/j.molstruc.2013.03.001,Crystal engineering
10.1016/j.jssc.2014.05.011,publisher_E,https://doi.org/10.1016/j.jssc.2014.05.011,Crystal engineering
10.1016/j.ica.2019.119036,publisher_E,https://doi.org/10.1016/j.ica.2019.119036,Functional materials
10.1016/j.micromeso.2007.05.018,publisher_E,https://doi.org/10.1016/j.micromeso.2007.05.018,Crystal engineering
10.1016/j.poly.2018.06.025,publisher_E,https://doi.org/10.1016/j.poly.2018.06.025,Functional materials
10.1016/j.molstruc.2020.127923,publisher_E,https://doi.org/10.1016/j.molstruc.2020.127923,Crystal engineering
10.1016/j.inoche.2024.113582,publisher_E,https://doi.org/10.1016/j.inoche.2024.113582,Crystal engineering
10.1016/j.poly.2017.12.020,publisher_E,https://doi.org/10.1016/j.poly.2017.12.020,Crystal engineering
10.1016/j.poly.2019.04.007,publisher_E,https://doi.org/10.1016/j.poly.2019.04.007,Functional materials
10.1016/j.poly.2015.06.001,publisher_E,https://doi.org/10.1016/j.poly.2015.06.001,Functional materials
10.1016/j.molstruc.2021.130347,publisher_E,https://doi.org/10.1016/j.molstruc.2021.130347,Crystal engineering
10.1016/j.poly.2020.114929,publisher_E,https://doi.org/10.1016/j.poly.2020.114929,Crystal engineering
10.1016/j.inoche.2006.07.040,publisher_E,https://doi.org/10.1016/j.inoche.2006.07.040,Crystal engineering
10.1016/j.inoche.2013.08.037,publisher_E,https://doi.org/10.1016/j.inoche.2013.08.037,Crystal engineering
10.1016/j.inoche.2019.107713,publisher_E,https://doi.org/10.1016/j.inoche.2019.107713,Crystal engineering
10.1016/j.inoche.2007.01.001,publisher_E,https://doi.org/10.1016/j.inoche.2007.01.001,Crystal engineering
10.1016/j.molstruc.2014.06.018,publisher_E,https://doi.org/10.1016/j.molstruc.2014.06.018,Crystal engineering
10.1016/j.inoche.2018.08.017,publisher_E,https://doi.org/10.1016/j.inoche.2018.08.017,Functional materials
