doi,main_pdf,si_pdf,raw_output,parsed_json,article_trial_or_failure,article_trial_or_failure_notes,mof_name,crystal_code,metal_1,metal_1_abbr,metal_1_amount_text,metal_1_amount_value,metal_1_amount_unit,metal_2,metal_2_abbr,metal_2_amount_text,metal_2_amount_value,metal_2_amount_unit,metal_3,metal_3_abbr,metal_3_amount_text,metal_3_amount_value,metal_3_amount_unit,linker_1,linker_1_abbr,linker_1_amount_text,linker_1_amount_value,linker_1_amount_unit,linker_2,linker_2_abbr,linker_2_amount_text,linker_2_amount_value,linker_2_amount_unit,linker_3,linker_3_abbr,linker_3_amount_text,linker_3_amount_value,linker_3_amount_unit,modulator_1,modulator_1_abbr,modulator_1_amount_text,modulator_1_amount_value,modulator_1_amount_unit,modulator_2,modulator_2_abbr,modulator_2_amount_text,modulator_2_amount_value,modulator_2_amount_unit,solvent_main,solvent_main_abbr,solvent_main_amount_text,solvent_main_ml,solvent_secondary,solvent_secondary_abbr,solvent_secondary_amount_text,solvent_secondary_ml,temperature_c,temperature_c_text,time_h,time_text,vessel_type,stirring,washing_solvent,washing_cycles,activation_text,activation_temp_c,activation_time_h,crystal_morphology,yield_percent,crystal_size,topology_code,metal_cluster_connectivity,unit_cell_short,pore_diameter_A,BET_surface_area_m2g,air_stable,water_stable,tga_decomposition_temp_c,applications,reference,status,error
10.1021/ja0701917,downloaded\10.1021_ja0701917.pdf,SI downloaded\10.1021_ja0701917_SI.pdf,mof_json_store\10.1021_ja0701917\raw_output.json,mof_json_store\10.1021_ja0701917\synthesis_002.json,no,,2 (AgL SbF6),,CuI,AgSbF6,0.032 mmol,0.032,mmol,nan,,,,,nan,,,,,L,L,0.016 mmol,0.016,mmol,,,,,,,,,,,,,,,,,,,,,benzene,C6H6,8 mL,8.0,dichloromethane,CH2Cl2,8 mL,8.0,30.0,30 °C,,about one week,,static,,,,,,yellow crystals,41.0,0.40 × 0.30 × 0.20 mm,,"Ag(I) 3-connected; (6,3) sheet","a=8.8051(11), b=14.0155(17), c=19.182(2), β=94.398(2), P2(1)/c",,,not_reported,not_reported,,,10.1021/ja0701917,ok,
10.1021/ja0701917,downloaded\10.1021_ja0701917.pdf,SI downloaded\10.1021_ja0701917_SI.pdf,mof_json_store\10.1021_ja0701917\raw_output.json,mof_json_store\10.1021_ja0701917\synthesis_003.json,no,,3 ([Ag2L(H2O)](BF4)2),,CuI,AgBF4,0.032 mmol,0.032,mmol,nan,,,,,nan,,,,,L,L,0.016 mmol,0.016,mmol,,,,,,,,,,,,,,,,,,,,,benzene,C6H6,8 mL,8.0,dichloromethane,CH2Cl2,8 mL,8.0,0.0,0 °C,,about one week,,static,,,,,,yellow crystals,56.0,0.40 × 0.20 × 0.20 mm,,"Ligand 4-connected; Ag 2-connected links; corrugated (4,4) sheet","a=16.042(4), b=12.199(3), c=15.050(4), β=110.326(4), C2/c",,,not_reported,not_reported,,,10.1021/ja0701917,ok,
10.1021/ja0701917,downloaded\10.1021_ja0701917.pdf,SI downloaded\10.1021_ja0701917_SI.pdf,mof_json_store\10.1021_ja0701917\raw_output.json,mof_json_store\10.1021_ja0701917\synthesis_004.json,no,,4 (AgL BF4·0.5C6H6),,CuI,AgBF4,0.032 mmol,0.032,mmol,nan,,,,,nan,,,,,L,L,0.016 mmol,0.016,mmol,,,,,,,,,,,,,,,,,,,,,benzene,C6H6,8 mL,8.0,dichloromethane,CH2Cl2,8 mL,8.0,30.0,30 °C,,about one week,,static,,,,,,yellow crystals,66.0,0.35 × 0.08 × 0.07 mm,,Ag(I) square planar 4-connected; 1D nanotubes,"a=31.483(3), b=7.3937(8), c=28.160(3), β=113.377(2), C2/c",,,not_reported,not_reported,,,10.1021/ja0701917,ok,
10.1039/c4ra02609h,downloaded\10.1039_c4ra02609h.pdf,SI downloaded\10.1039_c4ra02609h_SI.pdf,mof_json_store\10.1039_c4ra02609h\raw_output.json,mof_json_store\10.1039_c4ra02609h\synthesis_001.json,yes,"For 1, screened metal:ligand ratios (1:1–2:1) and temperatures 120–160 °C; crystals only at 160 °C (others gave colorless powders). Replacing DMF/MeOH with DMSO, THF or MeCN failed.",,975365,CuI,,0.5 mmol,0.5,mmol,nan,,,,,nan,,,,,formate,,,,,,,,,,,,,,,4-iodobenzoic acid,,0.75 mmol,0.75,mmol,triethylamine,,0.04 mL,0.04,mL,"N,N-dimethylformamide",DMF,10 mL,10.0,methanol,MeOH,10 mL,10.0,160.0,160 °C,72.0,72 h,,"stirred 30 min, then static",water,,dried in air,,,,,,,"octahedral Mn2+ nodes, six-connected by anti–anti formate bridges (NaCl-type)","a=8.9042(11), b=12.7757(16), c=9.2004(11), Pnma",,,,,,,10.1039/c4ra02609h,ok,
10.1039/c4ra02609h,downloaded\10.1039_c4ra02609h.pdf,SI downloaded\10.1039_c4ra02609h_SI.pdf,mof_json_store\10.1039_c4ra02609h\raw_output.json,mof_json_store\10.1039_c4ra02609h\synthesis_002.json,yes,"For 1, screened metal:ligand ratios (1:1–2:1) and temperatures 120–160 °C; crystals only at 160 °C (others gave colorless powders). Replacing DMF/MeOH with DMSO, THF or MeCN failed.",,975366,Ag(MeCN)4]PF6,,1.5 mmol,1.5,mmol,nan,,,,,nan,,,,,formate,,,,,,,,,,,,,,,ammonia solution (NH3·H2O),,0.04 mL,0.04,mL,,,,,,"N,N-dimethylformamide",DMF,10 mL,10.0,methanol,MeOH,10 mL,10.0,140.0,140 °C,72.0,72 h,,"stirred 30 min, then static",water,,dried in air,,,,,,,"octahedral Mn2+ nodes, six-connected by anti–anti formate bridges (NaCl-type)","a=b=c=12.331, Im-3m (cubic)",,,,,,,10.1039/c4ra02609h,ok,
10.1039/c1ce05549f,downloaded\10.1039_c1ce05549f.pdf,SI downloaded\10.1039_c1ce05549f_SI.pdf,mof_json_store\10.1039_c1ce05549f\raw_output.json,mof_json_store\10.1039_c1ce05549f\synthesis_001.json,no,,,,Ag(MeCN)4]PF6,,"10 mg, 0.05 mmol",0.05,mmol,nan,,,,,nan,,,,,tetrakis(4-pyridyloxymethylene)methane,TPOM,"5.5 mg, 0.025 mmol",5.5,mg,benzoic acid,,"8 mg, 0.05 mmol",8.0,mg,,,,,,sodium acetate,,"13.6 mg, 0.1 mmol",13.6,mg,,,,,,methanol,MeOH,"4 mL (of 8 mL, CH3OH/H2O 1:1 v/v)",4.0,water,H2O,"4 mL (of 8 mL, CH3OH/H2O 1:1 v/v)",4.0,110.0,110 °C,6.0,6 h,"Teflon-lined stainless steel autoclave (Parr, 25 mL)",,mother liquor,,dried under ambient conditions,,,large blue block crystals,10.0,0.3 × 0.3 × 0.2 mm,,mononuclear Cu nodes; carboxylates largely monodentate,"a=22.708(5) Å, b=10.553(2) Å, c=19.758(4) Å, P21212",,,not_reported,not_reported,220.0,,10.1039/c1ce05549f,ok,
10.1039/c1ce05549f,downloaded\10.1039_c1ce05549f.pdf,SI downloaded\10.1039_c1ce05549f_SI.pdf,mof_json_store\10.1039_c1ce05549f\raw_output.json,mof_json_store\10.1039_c1ce05549f\synthesis_002.json,no,,,,Ag(MeCN)4]PF6,,"10 mg, 0.05 mmol",0.05,mmol,nan,,,,,nan,,,,,tetrakis(4-pyridyloxymethylene)methane,TPOM,"5.5 mg, 0.025 mmol",5.5,mg,benzoic acid,,"8 mg, 0.05 mmol",8.0,mg,,,,,,sodium acetate,,"13.6 mg, 0.1 mmol",13.6,mg,,,,,,methanol,MeOH,"4 mL (of 8 mL, CH3OH/H2O 1:1 v/v)",4.0,water,H2O,"4 mL (of 8 mL, CH3OH/H2O 1:1 v/v)",4.0,80.0,80 °C,6.0,6 h,"Teflon-lined stainless steel autoclave (Parr, 25 mL)",,mother liquor,,dried under ambient conditions,,,small blue block crystals,28.0,0.15 × 0.1 × 0.1 mm,,Cu4(OH)2 tetranuclear 4-connected SBU,"a=10.0124(6) Å, b=14.1908(9) Å, c=21.6482(16) Å, β=102.265(2)°, P2/c",,,not_reported,not_reported,210.0,,10.1039/c1ce05549f,ok,
10.1039/c2ce06290a,downloaded\10.1039_c2ce06290a.pdf,SI downloaded\10.1039_c2ce06290a_SI.pdf,mof_json_store\10.1039_c2ce06290a\raw_output.json,mof_json_store\10.1039_c2ce06290a\synthesis_001.json,no,,,776914,Au(tht),,"0.0179 mg, 0.06 mmol",0.06,mmol,AgBF4,,,,,nan,,,,,"Bis(4-(4H-1,2,4-triazol-4-yl)phenyl)methane",BTPM,"0.0190 mg, 0.06 mmol",0.06,mmol,,,,,,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,2 mL,2.0,water,H2O,2 mL (boiling),2.0,90.0,90 °C,72.0,3 days,glass vial (sealed),,DMF,,,,,colorless blocks,46.0,,,Zn(II) nodes with formate from DMF decomposition; 2D bi-wave layers,"monoclinic, C2/m, a=20.264(2) Å, b=15.824(2) Å, c=16.191(2) Å, β=113.573(3)°",,,not_reported,not_reported,235.0,luminescence,10.1039/c2ce06290a,ok,
10.1039/c2ce06290a,downloaded\10.1039_c2ce06290a.pdf,SI downloaded\10.1039_c2ce06290a_SI.pdf,mof_json_store\10.1039_c2ce06290a\raw_output.json,mof_json_store\10.1039_c2ce06290a\synthesis_002.json,no,,,776915,Cu(NO3)2·4H2O,,similar ratio as Zn case (0.06 mmol),0.06,mmol,W12O40,,,,,nan,,,,,"Bis(4-(4H-1,2,4-triazol-4-yl)phenyl)methane",BTPM,0.06 mmol (same as 1),0.06,mmol,,,,,,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,2 mL,2.0,water,H2O,2 mL (boiling),2.0,90.0,90 °C,72.0,3 days,glass vial (sealed),,DMF,,,,,colorless blocks,50.0,,,Cd(II) nodes with formate from DMF decomposition; 2D bi-wave layers,"orthorhombic, Imma, a=8.3700(1) Å, b=16.482(3) Å, c=17.686(3) Å",,,not_reported,not_reported,173.0,luminescence,10.1039/c2ce06290a,ok,
10.1039/c2ce06290a,downloaded\10.1039_c2ce06290a.pdf,SI downloaded\10.1039_c2ce06290a_SI.pdf,mof_json_store\10.1039_c2ce06290a\raw_output.json,mof_json_store\10.1039_c2ce06290a\synthesis_003.json,no,,,776916,ZrCl4,,"0.0121 mg, 0.04 mmol",0.04,mmol,nan,,,,,nan,,,,,"Bis(4-(4H-1,2,4-triazol-4-yl)phenyl)methane",BTPM,"0.01341 mg, 0.04 mmol",0.04,mmol,,,,,,,,,,,,,,,,,,,,,ethanol,EtOH,2 mL,2.0,water,H2O,2 mL (boiling),2.0,90.0,90 °C,72.0,3 days,glass vial (sealed),,water (distilled),,,,,colorless blocks,30.0,,,"binuclear Zn units; multiple pairs of interpenetrating (4,4) sheets","monoclinic, P21/c, a=19.756(3) Å, b=16.208(2) Å, c=19.190(3) Å, β=98.206(4)°",,,not_reported,not_reported,183.0,luminescence,10.1039/c2ce06290a,ok,
10.1039/c2ce06290a,downloaded\10.1039_c2ce06290a.pdf,SI downloaded\10.1039_c2ce06290a_SI.pdf,mof_json_store\10.1039_c2ce06290a\raw_output.json,mof_json_store\10.1039_c2ce06290a\synthesis_004.json,no,,,776917,HfCl4,,0.04 mmol (same as 3),0.04,mmol,nan,,,,,nan,,,,,"Bis(4-(4H-1,2,4-triazol-4-yl)phenyl)methane",BTPM,0.04 mmol (same as 3),0.04,mmol,,,,,,,,,,,,,,,,,,,,,ethanol,EtOH,2 mL,2.0,water,H2O,2 mL (boiling),2.0,90.0,90 °C,72.0,3 days,glass vial (sealed),,water (distilled),,,,,colorless blocks,25.0,,,"binuclear Cd units; corrugated (4,4) sheets with parallel interpenetration","orthorhombic, Pbca, a=16.2938(4) Å, b=19.3536(4) Å, c=38.9277(9) Å",,,not_reported,not_reported,265.0,luminescence,10.1039/c2ce06290a,ok,
10.1039/c2ce06290a,downloaded\10.1039_c2ce06290a.pdf,SI downloaded\10.1039_c2ce06290a_SI.pdf,mof_json_store\10.1039_c2ce06290a\raw_output.json,mof_json_store\10.1039_c2ce06290a\synthesis_005.json,no,,,776918,ZrCl4,,similar molar ratio as 3 (0.04 mmol),0.04,mmol,nan,,,,,nan,,,,,"Bis(4-(4H-1,2,4-triazol-4-yl)phenyl)methane",BTPM,0.04 mmol (same as 3),0.04,mmol,,,,,,,,,,,,,,,,,,,,,ethanol,EtOH,2 mL,2.0,water,H2O,2 mL (boiling),2.0,90.0,90 °C,72.0,3 days,glass vial (sealed),,water (distilled),,,,,blue blocks,45.0,,pcu,two tetranuclear Cu4 SBUs; includes rare square-planar tetra-coordinate O (ptO),"orthorhombic, Fdd2, a=35.5716(7) Å, b=34.6846(7) Å, c=37.7791(8) Å",,,not_reported,not_reported,278.0,magnetism,10.1039/c2ce06290a,ok,
10.1039/c2ce06290a,downloaded\10.1039_c2ce06290a.pdf,SI downloaded\10.1039_c2ce06290a_SI.pdf,mof_json_store\10.1039_c2ce06290a\raw_output.json,mof_json_store\10.1039_c2ce06290a\synthesis_006.json,no,,,776919,HfCl4,,similar molar ratio as 3 (0.04 mmol),0.04,mmol,nan,,,,,nan,,,,,"Bis(4-(4H-1,2,4-triazol-4-yl)phenyl)methane",BTPM,0.04 mmol (same as 3),0.04,mmol,,,,,,,,,,,,,,,,,,,,,ethanol,EtOH,2 mL,2.0,water,H2O,2 mL (boiling),2.0,90.0,90 °C,72.0,3 days,glass vial (sealed),,water (distilled),,,,,red blocks,15.0,,,linear Co3 6-connected clusters; 3-fold interpenetrating 3D net,"tetragonal, I41/a, a=b=31.7755(7) Å, c=16.0824(5) Å",,,not_reported,not_reported,235.0,magnetism,10.1039/c2ce06290a,ok,
10.1021/ic049498m,downloaded\10.1021_ic049498m.pdf,SI downloaded\10.1021_ic049498m_SI.pdf,mof_json_store\10.1021_ic049498m\raw_output.json,mof_json_store\10.1021_ic049498m\synthesis_001.json,no,,,176385,ZrCl4,,"0.1 mmol, 0.102 g",0.1,mmol,nan,,,,,nan,,,,,"pyridine-2,6-dicarboxylic acid",H2PDA,1.2 mmol,1.2,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,10 mL,10.0,ethanol,EtOH,2 mL,2.0,180.0,180 °C,72.0,3 days,25 mL acid-digestion bomb,,"H2O, ether",,,,,,67.0,,,1D chain polymer of Pr(III) with PDA,"a=14.127(5) Å, b=11.308(4) Å, c=13.020(5) Å, β=101.972(5)°, monoclinic",,,not_reported,not_reported,,,10.1021/ic049498m,ok,
10.1021/ic049498m,downloaded\10.1021_ic049498m.pdf,SI downloaded\10.1021_ic049498m_SI.pdf,mof_json_store\10.1021_ic049498m\raw_output.json,mof_json_store\10.1021_ic049498m\synthesis_002.json,no,,,211242,HfCl4,,"0.1 mmol, 0.102 g",0.1,mmol,nan,,,,,nan,,,,,"pyridine-2,6-dicarboxylic acid",H2PDA,"1.0 mmol, 0.167 g",1.0,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,10 mL,10.0,ethanol,EtOH,2 mL,2.0,180.0,180 °C,72.0,3 days,25 mL acid-digestion bomb,,"H2O, ether",,,,,,45.0,,,octanuclear Pr8 square building unit; assembled to 2D grid,"a=22.3971(6) Å, b=13.9013(1) Å, c=17.8650(5) Å, β=114.487(1)°, C2/c (monoclinic)",,,not_reported,not_reported,,,10.1021/ic049498m,ok,
10.1021/ic049498m,downloaded\10.1021_ic049498m.pdf,SI downloaded\10.1021_ic049498m_SI.pdf,mof_json_store\10.1021_ic049498m\raw_output.json,mof_json_store\10.1021_ic049498m\synthesis_003.json,no,,,185546,ZrCl4,,"0.1 mmol, 0.102 g",0.1,mmol,nan,,,,,nan,,,,,"pyridine-2,6-dicarboxylic acid",H2PDA,"0.8 mmol, 0.134 g",0.8,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,10 mL,10.0,ethanol,EtOH,2 mL,2.0,180.0,180 °C,72.0,3 days,25 mL acid-digestion bomb,,"H2O, ether",,,,,,29.0,,,decanuclear Pr10 square unit; interpenetrated 3D network,"a=11.009(3) Å, b=17.546(5) Å, c=13.489(4) Å, β=101.022(4)°, P21/c (monoclinic)",,,not_reported,not_reported,,,10.1021/ic049498m,ok,
10.1021/ic049498m,downloaded\10.1021_ic049498m.pdf,SI downloaded\10.1021_ic049498m_SI.pdf,mof_json_store\10.1021_ic049498m\raw_output.json,mof_json_store\10.1021_ic049498m\synthesis_004.json,no,,,176384,HfCl4,,"0.1 mmol, 0.102 g",0.1,mmol,nan,,,,,nan,,,,,"pyridine-2,6-dicarboxylic acid",H2PDA,"0.6 mmol, 0.100 g",0.6,mmol,,,,,,,,,,,perchloric acid,HClO4,1.0 mmol,1.0,mmol,,,,,,water,H2O,12 mL,12.0,ethanol,EtOH,2 mL,2.0,180.0,180 °C,72.0,3 days,25 mL acid-digestion bomb,,H2O,,,,,,46.0,,,hexanuclear Pr ring building block; 3D network; ClO4− guests in pores,"a=20.506(4) Å, cubic, space group a -3",4.3,,not_reported,not_reported,,,10.1021/ic049498m,ok,
10.1021/ic049498m,downloaded\10.1021_ic049498m.pdf,SI downloaded\10.1021_ic049498m_SI.pdf,mof_json_store\10.1021_ic049498m\raw_output.json,mof_json_store\10.1021_ic049498m\synthesis_005.json,no,,,219628,ZrCl4,,"0.1 mmol, 0.102 g",0.1,mmol,nan,,,,,nan,,,,,"pyridine-2,6-dicarboxylic acid",H2PDA,"1.2 mmol, 0.200 g",1.2,mmol,,,,,,,,,,,ammonium sulfate,(NH4)2SO4,"0.6 mmol, 0.080 g",0.6,mmol,,,,,,water,H2O,12 mL,12.0,ethanol,EtOH,2 mL,2.0,180.0,180 °C,72.0,3 days,25 mL acid-digestion bomb,,H2O,,,,,,34.0,,,2D grid via bi-bidentate SO4^2− bridges; hexanuclear Pr6 rectangle repeat unit,"a=18.800(7) Å, b=6.540(2) Å, c=18.684(7) Å, orthorhombic Pna2(1)",,,not_reported,not_reported,,,10.1021/ic049498m,ok,
10.1039/c4ce02163k,downloaded\10.1039_c4ce02163k.pdf,SI downloaded\10.1039_c4ce02163k_SI.pdf,mof_json_store\10.1039_c4ce02163k\raw_output.json,mof_json_store\10.1039_c4ce02163k\synthesis_001.json,no,,,1030451,HfCl4,,"22.8 mg, 0.10 mmol",0.1,mmol,nan,,,,,nan,,,,,"4,4′-(hexafluoroisopropylidene)bis(benzoic acid)",H2hfipbb,"29.4 mg, 0.075 mmol",0.075,mmol,"4,4'-bipyridine","4,4′-bipy","15.6 mg, 0.10 mmol",0.1,mmol,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,5 mL,5.0,water,H2O,5 mL,5.0,90.0,90 °C,72.0,3 days,,ultrasonicated 20 min before heating; static during heating,,,,,,light green needle-like crystals,75.0,,dia,4-connected Ni nodes forming a 3-fold interpenetrating dia net,"a=29.6835(10) Å, b=22.6110(8) Å, c=8.2315(2) Å, α=90.00°, β=92.633(3)°, γ=90.00°, C2/c",,,not_reported,not_reported,,,10.1039/c4ce02163k,ok,
10.1039/c4ce02163k,downloaded\10.1039_c4ce02163k.pdf,SI downloaded\10.1039_c4ce02163k_SI.pdf,mof_json_store\10.1039_c4ce02163k\raw_output.json,mof_json_store\10.1039_c4ce02163k\synthesis_002.json,no,,,1030452,Zn(NO3)2·6H2O,,"22.8 mg, 0.10 mmol",0.1,mmol,nan,,,,,nan,,,,,"4,4′-(hexafluoroisopropylidene)bis(benzoic acid)",H2hfipbb,"29.4 mg, 0.075 mmol",0.075,mmol,"1,2-di(4-pyridyl)ethane",BPE,"18.4 mg, 0.10 mmol",0.1,mmol,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,5 mL,5.0,water,H2O,5 mL,5.0,90.0,90 °C,72.0,3 days,,ultrasonicated 20 min before heating; static during heating,,,,,,light green block crystals,70.0,,sql,dinickel {Ni2} clusters bridged by BPE and hfipbb2−; μ2-H2O bridge,"a=12.1471(4) Å, b=14.5855(7) Å, c=17.4940(7) Å, α=111.295(4)°, β=90.612(3)°, γ=91.087(3)°, P-1",,,not_reported,not_reported,,,10.1039/c4ce02163k,ok,
10.1039/c4ce02163k,downloaded\10.1039_c4ce02163k.pdf,SI downloaded\10.1039_c4ce02163k_SI.pdf,mof_json_store\10.1039_c4ce02163k\raw_output.json,mof_json_store\10.1039_c4ce02163k\synthesis_003.json,no,,,1030453,Cd(CH3COO)2·2H2O,,"29.7 mg, 0.10 mmol",0.1,mmol,nan,,,,,nan,,,,,"4,4′-(hexafluoroisopropylidene)bis(benzoic acid)",H2hfipbb,"29.4 mg, 0.075 mmol",0.075,mmol,"2,2′-bipyridine","2,2′-bipy","15.6 mg, 0.10 mmol",0.1,mmol,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,5 mL,5.0,water,H2O,5 mL,5.0,90.0,90 °C,72.0,3 days,,ultrasonicated 20 min before heating; static during heating,,,,,,colorless needle-like crystals,78.0,,,Zn2(COO)4 paddle-wheel (dizinc) SBU forming 1D ribbons,"a=14.4565(4) Å, b=38.2307(8) Å, c=10.0080(2) Å, α=90.00°, β=109.779(3)°, γ=90.00°, C2/c",,,not_reported,not_reported,,luminescence,10.1039/c4ce02163k,ok,
10.1039/c7nj00188f,downloaded\10.1039_c7nj00188f.pdf,SI downloaded\10.1039_c7nj00188f_SI.pdf,mof_json_store\10.1039_c7nj00188f\raw_output.json,mof_json_store\10.1039_c7nj00188f\synthesis_001.json,no,,[Co2(bmip)(bdc)2]·2DMF,1494893,TbCl3·6H2O,,"0.29 g, 1.0 mmol",1,mmol,nan,,,,,nan,,,,,"1,3-bis(2-methylimidazolyl)propane",bmip,"0.20 g, 1.0 mmol",1.0,mmol,terephthalic acid,H2bdc,"0.17 g, 1.0 mmol",1.0,mmol,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,20 mL,20.0,,,,,80.0,80 °C,24.0,"RT 5 min pre-stir, then 24 h at 80 °C",,stirred,,,,,,blue rod-like crystals,85.0,0.50 × 0.27 × 0.12 mm,pcu,Co2 paddle-wheel 6-connected node,"Monoclinic, P21/n; a=18.3638(12) Å, b=10.9135(4) Å, c=18.8942(11) Å; β=108.374(5)°",,,not_reported,not_reported,388.0,luminescence,10.1039/c7nj00188f,ok,
10.1039/c7nj00188f,downloaded\10.1039_c7nj00188f.pdf,SI downloaded\10.1039_c7nj00188f_SI.pdf,mof_json_store\10.1039_c7nj00188f\raw_output.json,mof_json_store\10.1039_c7nj00188f\synthesis_002.json,no,,[Cu(bmip)(bdc)]·6H2O,1494894,ZnCl2,,"0.24 g, 1.0 mmol",1,mmol,nan,,,,,nan,,,,,"1,3-bis(2-methylimidazolyl)propane",bmip,"0.204 g, 1.0 mmol",1.0,mmol,terephthalic acid,H2bdc,"0.17 g, 1.0 mmol",1.0,mmol,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,"part of 20 mL total, DMF/H2O (v/v 1/1)",,water,H2O,"part of 20 mL total, DMF/H2O (v/v 1/1)",,80.0,80 °C,72.0,72 h,,stirred,,,activated at 100 °C for 24 h (prior to TGA),100.0,24.0,blue plate-like crystals,55.0,0.48 × 0.28 × 0.10 mm,dia,,"Monoclinic, P21/n; a=14.1991(10) Å, b=13.4825(8) Å, c=14.6649(11) Å; β=117.027(5)°",,,not_reported,not_reported,298.0,luminescence,10.1039/c7nj00188f,ok,
10.1039/c7nj00188f,downloaded\10.1039_c7nj00188f.pdf,SI downloaded\10.1039_c7nj00188f_SI.pdf,mof_json_store\10.1039_c7nj00188f\raw_output.json,mof_json_store\10.1039_c7nj00188f\synthesis_003.json,no,,[Zn2(bmip)(bdc)2(H2O)2],1494895,FeCl2·4H2O,,"0.30 g, 1.0 mmol",1,mmol,nan,,,,,nan,,,,,"1,3-bis(2-methylimidazolyl)propane",bmip,"0.204 g, 1.0 mmol",1.0,mmol,terephthalic acid,H2bdc,"0.17 g, 1.0 mmol",1.0,mmol,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,"part of 20 mL total, DMF/H2O (v/v 3/1)",,water,H2O,"part of 20 mL total, DMF/H2O (v/v 3/1)",,80.0,80 °C,48.0,48 h,,stirred,,,,,,yellow plate-like crystals,35.0,0.50 × 0.35 × 0.30 mm,,Zn 3-connected nodes; zigzag chains,"Tetragonal, I41cd; a=13.8940(4) Å, c=28.8987(10) Å",,,not_reported,not_reported,391.0,luminescence,10.1039/c7nj00188f,ok,
10.1039/c1ce05369h,downloaded\10.1039_c1ce05369h.pdf,SI downloaded\10.1039_c1ce05369h_SI.pdf,mof_json_store\10.1039_c1ce05369h\raw_output.json,mof_json_store\10.1039_c1ce05369h\synthesis_001.json,no,,,771953,Cd(CH3COO)2,,"58 mg, 0.2 mmol",0.2,mmol,nan,,,,,nan,,,,,5-bromoisophthalic acid,H2BIPA,"24.5 mg, 0.1 mmol",0.1,mmol,"1,3,5-tris(imidazol-1-ylmethyl)-2,4,6-trimethylbenzene",titmb,"36.0 mg, 0.1 mmol",0.1,mmol,,,,,,lithium hydroxide monohydrate,,"8.4 mg, 0.2 mmol",0.2,mmol,,,,,,deionized water,H2O,15 mL,15.0,,,,,120.0,120 °C,72.0,3 days,Teflon-lined stainless steel autoclave (25 mL),,"water, ethanol",several times,,,,purple pillar crystals,62.0,,,,"a=19.390(4), b=11.906(3), c=12.766(3) Å, α=90°, β=90°, γ=90°, Pna21",,,yes,not_reported,260.0,nonlinear_optics;ferroelectric,10.1039/c1ce05369h,ok,
10.1039/c1ce05369h,downloaded\10.1039_c1ce05369h.pdf,SI downloaded\10.1039_c1ce05369h_SI.pdf,mof_json_store\10.1039_c1ce05369h\raw_output.json,mof_json_store\10.1039_c1ce05369h\synthesis_002.json,no,,,771954,Eu2O3,,"58 mg, 0.2 mmol",0.2,mmol,Zn(NO3)2·6H2O,,,,,nan,,,,,5-bromoisophthalic acid,H2BIPA,"24.5 mg, 0.1 mmol",0.1,mmol,"1,3,5-tris(imidazol-1-ylmethyl)-2,4,6-trimethylbenzene",titmb,"36.0 mg, 0.1 mmol",0.1,mmol,,,,,,lithium hydroxide monohydrate,,"8.4 mg, 0.2 mmol",0.2,mmol,,,,,,deionized water,H2O,15 mL,15.0,,,,,180.0,180 °C,72.0,3 days,Teflon-lined stainless steel autoclave (25 mL),,"water, ethanol",several times,,,,purple block crystals,57.0,,,,"a=13.3734(13), b=16.6806(16), c=16.8150(15) Å, α=111.6570(10)°, β=97.4360(10)°, γ=102.7300(10)°, P-1",,,yes,not_reported,310.0,,10.1039/c1ce05369h,ok,
10.1039/c1ce05369h,downloaded\10.1039_c1ce05369h.pdf,SI downloaded\10.1039_c1ce05369h_SI.pdf,mof_json_store\10.1039_c1ce05369h\raw_output.json,mof_json_store\10.1039_c1ce05369h\synthesis_003.json,no,,,803646,Zn(CH3COO)2·2H2O,,"58.0 mg, 0.1 mmol",0.1,mmol,nan,,,,,nan,,,,,"4,4'-dicarboxybiphenyl sulfone",H2SDBA,"30.6 mg, 0.1 mmol",0.1,mmol,"1,4-bis(imidazol-1-ylmethyl)benzene",bix,"23.8 mg, 0.1 mmol",0.1,mmol,,,,,,sodium hydroxide,,"8.0 mg, 0.2 mmol",0.2,mmol,,,,,,deionized water,H2O,15 mL,15.0,,,,,130.0,130 °C,96.0,4 days,Teflon-lined stainless steel autoclave (25 mL),,"water, ethanol",several times,,,,green pillar crystals,71.0,,sql,,"a=24.2834(9), b=20.5803(9), c=12.6997(4) Å, α=90°, β=90°, γ=90°, Cmca",,,yes,not_reported,290.0,,10.1039/c1ce05369h,ok,
